"date","location","windgustdir","windgustspeed","winddir9am","winddir3pm","windspeed9am","windspeed3pm"
"2012-08-02","Penrith","SE",22,"NNW","SSE",6,6
"2012-08-02","Richmond","SSE",28,"NNE","SE",2,7
"2012-08-02","Sydney","W",44,"W","SE",26,9
"2012-08-02","SydneyAirport","SW",44,"W","SSE",22,20
"2012-08-02","WaggaWagga","E",19,"E","W",9,7
"2012-08-02","Williamtown","WNW",35,"WNW","SW",26,13
"2012-08-02","Wollongong","SSW",35,"SW","SE",20,15
"2012-08-02","Canberra","NNW",31,NA,"N",0,17
"2012-08-02","Tuggeranong","N",24,"ENE","N",2,13
"2012-08-02","MountGinini","WSW",41,"SW","SW",20,11
"2012-08-02","Ballarat","N",39,"NNE","N",17,24
"2012-08-02","Bendigo","NE",28,NA,"N",0,13
"2012-08-02","Sale","WNW",17,NA,"W",0,2
"2012-08-02","MelbourneAirport","N",54,"N","N",19,30
"2012-08-02","Melbourne","N",54,"N","N",19,30
"2012-08-02","Mildura","N",50,"N","NNW",9,17
"2012-08-02","Portland","N",39,"N","NNW",17,22
"2012-08-02","Watsonia","N",35,"ENE","N",6,19
"2012-08-02","Dartmoor","N",30,"N","N",15,9
"2012-08-02","Brisbane","WNW",22,"SW","SSW",6,2
"2012-08-02","Cairns","SE",37,"SE","SE",17,24
"2012-08-02","GoldCoast","W",30,"WSW","ENE",9,11
"2012-08-02","Townsville","ENE",35,"SSE","ENE",9,24
"2012-08-02","Adelaide","N",43,"N","NNW",13,17
"2012-08-02","MountGambier","N",37,"N","N",22,13
"2012-08-02","Nuriootpa","WNW",48,"N","WNW",9,24
"2012-08-02","Woomera","N",44,"N","NNW",22,24
"2012-08-02","Albany",NA,NA,"NW","NW",15,15
"2012-08-02","Witchcliffe","W",56,"NNW","WNW",4,30
"2012-08-02","PearceRAAF","WNW",43,"NNE","WNW",9,28
"2012-08-02","PerthAirport","WNW",41,"NNE","WNW",17,24
"2012-08-02","Perth","WSW",35,"NE","WNW",9,15
"2012-08-02","SalmonGums","WNW",37,"W","NW",9,22
"2012-08-02","Hobart","NW",30,"NNW","NNW",17,17
"2012-08-02","Launceston","NNW",15,"E","NW",2,6
"2012-08-02","AliceSprings","N",28,"NNW","W",7,9
"2012-08-02","Darwin","ESE",33,"E","NW",15,20
"2012-08-03","Albury","N",24,NA,"N",0,13
"2012-08-03","BadgerysCreek","WSW",26,"NW","NW",4,11
"2012-08-03","Cobar","WSW",30,"NNW","W",7,15
"2012-08-03","CoffsHarbour","SSE",17,"NNW","ESE",4,9
"2012-08-03","Moree","W",22,"NNE","W",11,13
"2012-08-03","Newcastle",NA,NA,"NW","NW",4,4
"2012-08-03","NorahHead","WNW",24,"WNW","WSW",9,4
"2012-08-03","NorfolkIsland","WNW",41,"WNW","WSW",24,20
"2012-08-03","Penrith","ENE",13,"S","SW",6,4
"2012-08-03","Richmond","WSW",19,NA,"ESE",0,7
"2012-08-03","Sydney","WNW",31,"W","NW",9,11
"2012-08-03","SydneyAirport","W",37,"WNW","NW",9,15
"2012-08-03","WaggaWagga","NW",28,"E","NW",13,15
"2012-08-03","Williamtown","WNW",46,"W","WSW",13,19
"2012-08-03","Wollongong","SW",37,"NW","SSW",17,17
"2012-08-03","Canberra","WNW",39,"NNW","WNW",7,24
"2012-08-03","Tuggeranong","WNW",39,"ENE","WNW",7,15
"2012-08-03","MountGinini","WSW",46,"WSW","WSW",15,19
"2012-08-03","Ballarat","NW",33,"N","NW",15,20
"2012-08-03","Bendigo","NW",33,NA,"NW",0,15
"2012-08-03","Sale","W",39,"N","WSW",9,20
"2012-08-03","MelbourneAirport","N",50,"N","WNW",31,6
"2012-08-03","Mildura","W",30,"W","WNW",13,17
"2012-08-03","Portland","NW",57,"N","NW",11,20
"2012-08-03","Watsonia","N",31,"N","N",17,17
"2012-08-03","Dartmoor","NW",43,"N","NNW",6,22
"2012-08-03","Brisbane","W",24,"SW","WSW",2,9
"2012-08-03","Cairns","ESE",31,"S","ESE",17,20
"2012-08-03","GoldCoast","NE",48,"NW","WSW",19,15
"2012-08-03","Townsville","NE",31,"SSE","ENE",7,22
"2012-08-03","Adelaide","NNW",44,"N","NW",13,24
"2012-08-03","MountGambier","NNW",48,"NNW","NNW",15,26
"2012-08-03","Nuriootpa","WNW",50,"NW","W",13,28
"2012-08-03","Woomera","WSW",37,"S","WSW",7,17
"2012-08-03","Albany",NA,NA,"NW","WNW",11,9
"2012-08-03","Witchcliffe","WSW",39,NA,"NNW",0,11
"2012-08-03","PearceRAAF","SW",35,"N","WSW",9,19
"2012-08-03","PerthAirport","WNW",28,"NNE","WSW",7,15
"2012-08-03","Perth","WSW",35,NA,"W",0,11
"2012-08-03","SalmonGums","WNW",31,"WNW","WNW",19,20
"2012-08-03","Hobart","NW",35,"NW","SE",26,6
"2012-08-03","Launceston","NNW",26,NA,"NNW",0,13
"2012-08-03","AliceSprings","SE",30,"SW","SW",7,9
"2012-08-03","Darwin","ENE",33,"E","NW",17,19
"2012-08-04","Albury","WNW",28,NA,"W",0,9
"2012-08-04","BadgerysCreek","WSW",31,NA,"WSW",0,20
"2012-08-04","Cobar","W",33,"NNW","WSW",6,17
"2012-08-04","CoffsHarbour","SSW",26,"WSW","NE",15,19
"2012-08-04","Moree","WSW",30,"NE","SW",9,19
"2012-08-04","Newcastle",NA,NA,"NW",NA,9,0
"2012-08-04","NorahHead","WNW",22,"WNW","SW",9,2
"2012-08-04","NorfolkIsland","WSW",44,"SW","WSW",15,26
"2012-08-04","Penrith","WSW",33,"WSW","W",4,13
"2012-08-04","Richmond","W",41,NA,"WNW",0,19
"2012-08-04","Sydney","W",35,"W","NW",22,6
"2012-08-04","SydneyAirport","W",39,"NW","W",13,22
"2012-08-04","WaggaWagga","W",37,"E","W",7,20
"2012-08-04","Williamtown","NW",39,"NW","W",19,19
"2012-08-04","Wollongong","SW",43,"W","WSW",15,17
"2012-08-04","Canberra","WNW",54,"NNW","W",22,30
"2012-08-04","Tuggeranong","NW",44,"NNW","WNW",11,20
"2012-08-04","MountGinini","W",63,"W","W",30,24
"2012-08-04","Ballarat","N",48,"WNW","NNW",9,20
"2012-08-04","Bendigo","NW",31,"W","NW",9,19
"2012-08-04","Sale","W",46,"W","W",30,28
"2012-08-04","MelbourneAirport","N",41,"W","N",13,13
"2012-08-04","Mildura","W",31,"WNW","W",13,17
"2012-08-04","Portland","NNW",52,"NNW","NNW",15,19
"2012-08-04","Watsonia","N",41,"W","NNW",7,11
"2012-08-04","Dartmoor","N",35,"NNW","NNW",7,22
"2012-08-04","Brisbane","ENE",19,"SW","SSW",4,4
"2012-08-04","Cairns","ESE",31,"SE","ESE",17,19
"2012-08-04","GoldCoast","E",26,"NW","ENE",11,17
"2012-08-04","Townsville","NNE",26,NA,"NNE",0,17
"2012-08-04","Adelaide","NNW",37,"NNE","NNW",11,20
"2012-08-04","MountGambier","WNW",56,"NNW","NNW",11,26
"2012-08-04","Nuriootpa","W",44,"NW","W",15,26
"2012-08-04","Woomera","NW",48,"N","WNW",15,28
"2012-08-04","Albany",NA,NA,"WNW","WSW",9,28
"2012-08-04","Witchcliffe","SSW",35,"SW","SW",9,17
"2012-08-04","PearceRAAF",NA,NA,NA,"W",NA,13
"2012-08-04","PerthAirport","NW",37,"NNE","W",11,15
"2012-08-04","Perth","WNW",35,"WNW","SW",6,15
"2012-08-04","SalmonGums","W",46,"NW","WSW",15,17
"2012-08-04","Hobart","W",37,"NNW","SSW",17,13
"2012-08-04","Launceston","NNW",31,NA,"WNW",0,13
"2012-08-04","AliceSprings","NW",31,NA,"W",0,11
"2012-08-04","Darwin","NW",31,"E","NW",9,20
"2012-08-05","Albury","WNW",54,"NE","WNW",11,19
"2012-08-05","BadgerysCreek","NW",43,"S","WNW",2,30
"2012-08-05","Cobar","NW",41,"NW","WNW",13,22
"2012-08-05","CoffsHarbour","NE",31,"NW","NE",7,22
"2012-08-05","Moree","NW",33,"NE","W",17,24
"2012-08-05","Newcastle",NA,NA,"NW",NA,9,NA
"2012-08-05","NorahHead","WNW",35,"NW","WNW",11,15
"2012-08-05","NorfolkIsland","WSW",43,"SW","WSW",20,22
"2012-08-05","Penrith","WNW",44,"SSE","W",6,13
"2012-08-05","Richmond","WNW",48,"NNW","W",17,22
"2012-08-05","Sydney","WSW",44,"W","W",17,15
"2012-08-05","SydneyAirport","NW",43,"WNW","WSW",15,17
"2012-08-05","WaggaWagga","WSW",43,"ENE","NNW",17,19
"2012-08-05","Williamtown","WNW",52,"NW","WNW",17,33
"2012-08-05","Wollongong","NW",54,"SSE","WNW",6,13
"2012-08-05","Canberra","W",63,"NNW","NW",20,35
"2012-08-05","Tuggeranong","W",59,"N","WNW",15,24
"2012-08-05","MountGinini","W",85,"W","W",33,37
"2012-08-05","Ballarat","W",61,"N","WNW",26,37
"2012-08-05","Bendigo","WNW",59,"WNW","NW",19,33
"2012-08-05","Sale","W",72,"NNE","NW",15,41
"2012-08-05","MelbourneAirport","W",70,"N","WNW",20,35
"2012-08-05","Melbourne","W",70,"N","WNW",20,35
"2012-08-05","Mildura","W",50,"WNW","W",15,30
"2012-08-05","Portland","W",83,"NW","WSW",24,50
"2012-08-05","Watsonia","W",67,"NNW","WNW",24,19
"2012-08-05","Dartmoor","W",69,"NNW","W",20,26
"2012-08-05","Brisbane","W",26,"WSW","S",6,4
"2012-08-05","Cairns","SE",37,"SE","E",17,22
"2012-08-05","GoldCoast","NE",30,"WNW","NE",11,19
"2012-08-05","Townsville","E",24,NA,"NE",0,17
"2012-08-05","Adelaide","SW",56,"WNW","W",17,24
"2012-08-05","MountGambier","W",81,"NNW","W",22,43
"2012-08-05","Nuriootpa","W",67,"W","WSW",37,31
"2012-08-05","Woomera","SW",43,"WSW","WSW",20,28
"2012-08-05","Albany",NA,NA,"NNW","NW",11,13
"2012-08-05","Witchcliffe","NNW",39,"N","NNW",15,19
"2012-08-05","PearceRAAF","NNE",30,"NNE","WNW",9,20
"2012-08-05","PerthAirport","NNW",33,"NE","WNW",13,20
"2012-08-05","Perth","NW",31,"NE","NW",7,15
"2012-08-05","SalmonGums","WNW",30,"WNW","WNW",9,15
"2012-08-05","Hobart","NNW",87,"N","NW",17,33
"2012-08-05","Launceston","NNW",67,"NNW","WNW",11,19
"2012-08-05","AliceSprings","S",31,"W","SW",13,15
"2012-08-05","Darwin","ENE",35,"E","NNW",13,22
"2012-08-06","Albury","WNW",50,"W","W",17,17
"2012-08-06","BadgerysCreek","WSW",50,"WSW","WSW",13,24
"2012-08-06","Cobar","SW",31,"SSW","SW",17,20
"2012-08-06","CoffsHarbour","W",33,"NNW","ESE",13,11
"2012-08-06","Moree","WSW",41,NA,"SW",0,30
"2012-08-06","Newcastle",NA,NA,"W","NW",4,4
"2012-08-06","NorahHead","S",37,"NW","S",9,30
"2012-08-06","NorfolkIsland","W",50,"W","W",15,13
"2012-08-06","Penrith","WSW",50,"WSW","W",28,17
"2012-08-06","Richmond","WSW",50,"W","WSW",15,24
"2012-08-06","Sydney","SSW",46,"N","SW",2,17
"2012-08-06","SydneyAirport","WSW",50,"WSW","W",19,31
"2012-08-06","WaggaWagga","WSW",41,"WSW","SW",24,24
"2012-08-06","Williamtown","WNW",56,"WNW","WSW",24,30
"2012-08-06","Wollongong","WNW",50,"WSW","WSW",15,24
"2012-08-06","Canberra","WNW",65,"WNW","WNW",22,31
"2012-08-06","Tuggeranong","W",44,"WNW","W",17,26
"2012-08-06","Ballarat","W",44,"WSW","WNW",17,28
"2012-08-06","Bendigo","W",35,"NW","WSW",11,19
"2012-08-06","Sale","W",69,"W","W",31,33
"2012-08-06","MelbourneAirport","WSW",48,"WNW","SW",26,26
"2012-08-06","Melbourne","WSW",48,"WNW","SW",26,26
"2012-08-06","Mildura","WSW",24,"W","SW",9,11
"2012-08-06","Portland","WSW",61,"WSW","W",22,26
"2012-08-06","Watsonia","W",44,"WNW","W",13,19
"2012-08-06","Dartmoor","WSW",33,"WNW","WSW",7,11
"2012-08-06","Brisbane","WSW",28,"SSW","W",2,11
"2012-08-06","Cairns","ESE",33,"SSE","SE",17,24
"2012-08-06","GoldCoast","W",41,"NW","WSW",7,7
"2012-08-06","Townsville","NNE",28,NA,"NE",0,17
"2012-08-06","Adelaide","WSW",31,"ENE","WNW",4,13
"2012-08-06","MountGambier","WSW",37,"W","W",13,19
"2012-08-06","Nuriootpa","SW",35,"WSW","WSW",9,19
"2012-08-06","Woomera","NW",19,"SSW","ESE",9,9
"2012-08-06","Albany",NA,NA,"NW","WNW",17,7
"2012-08-06","Witchcliffe","NW",61,"NW","NW",31,19
"2012-08-06","PearceRAAF","NW",57,"N","NW",20,37
"2012-08-06","PerthAirport","NNW",61,"N","NW",20,37
"2012-08-06","Perth","NW",48,"N","NW",11,26
"2012-08-06","SalmonGums","NW",48,"NNW","NW",13,17
"2012-08-06","Hobart","WNW",80,"W","WSW",22,22
"2012-08-06","Launceston","W",50,"WNW","WSW",20,20
"2012-08-06","AliceSprings","E",46,"ESE","ESE",15,15
"2012-08-06","Darwin","NE",33,"ENE","NW",9,20
"2012-08-07","Albury","WNW",30,NA,"NW",0,19
"2012-08-07","BadgerysCreek","NNE",15,"NNE","N",11,7
"2012-08-07","Cobar","WNW",22,"E","WSW",9,9
"2012-08-07","CoffsHarbour","S",26,"SSW","E",6,11
"2012-08-07","Moree","SW",30,NA,"SW",0,15
"2012-08-07","Newcastle",NA,NA,"NW",NA,4,0
"2012-08-07","NorahHead","N",20,"W","ENE",6,11
"2012-08-07","NorfolkIsland","WSW",52,"W","WSW",28,35
"2012-08-07","Penrith","NE",11,NA,"NE",0,6
"2012-08-07","Richmond","ESE",19,NA,"ESE",0,7
"2012-08-07","Sydney","W",33,"W","WNW",22,6
"2012-08-07","SydneyAirport","WSW",43,"WNW","N",19,7
"2012-08-07","WaggaWagga",NA,NA,"NNE","SW",6,17
"2012-08-07","Williamtown","WNW",37,"WNW","WNW",26,17
"2012-08-07","Wollongong","W",44,"WSW","NE",15,13
"2012-08-07","Canberra","N",41,"SSW","N",7,31
"2012-08-07","Tuggeranong","N",31,NA,"NNE",0,15
"2012-08-07","MountGinini","WSW",44,NA,"WSW",NA,15
"2012-08-07","Ballarat","NNW",50,"N","NNW",20,33
"2012-08-07","Bendigo","NNW",33,NA,"N",0,20
"2012-08-07","Sale","WNW",37,"N","NW",9,24
"2012-08-07","MelbourneAirport","N",72,"N","N",22,37
"2012-08-07","Melbourne","N",72,"N","N",22,37
"2012-08-07","Mildura","N",44,"NNE","N",19,24
"2012-08-07","Portland","NNW",54,"NNW","NNW",26,26
"2012-08-07","Watsonia","N",46,"N","N",15,15
"2012-08-07","Dartmoor","N",48,"N","NNW",17,26
"2012-08-07","Brisbane",NA,NA,"SW","S",6,4
"2012-08-07","Cairns","SSE",48,"S","SE",17,31
"2012-08-07","GoldCoast","W",28,"NW","ENE",9,13
"2012-08-07","Townsville","ENE",33,NA,"ENE",0,24
"2012-08-07","Adelaide","N",44,"NE","N",11,24
"2012-08-07","MountGambier","N",54,"N","N",24,26
"2012-08-07","Nuriootpa","NNW",46,"N","NW",13,22
"2012-08-07","Woomera","N",54,"N","N",28,37
"2012-08-07","Albany",NA,NA,"NNW","W",13,11
"2012-08-07","Witchcliffe","SW",54,"WNW","WSW",11,19
"2012-08-07","PearceRAAF","W",52,"SW","WSW",15,28
"2012-08-07","PerthAirport","SW",61,"WNW","WSW",9,26
"2012-08-07","Perth","SW",44,"WSW","WSW",15,20
"2012-08-07","SalmonGums","W",48,"W","WNW",15,26
"2012-08-07","Hobart","WNW",54,"NNW","N",17,17
"2012-08-07","Launceston","NW",24,NA,"NNW",0,13
"2012-08-07","AliceSprings","N",26,NA,"WSW",0,9
"2012-08-07","Darwin","E",54,"ESE","E",22,24
"2012-08-08","Albury","W",35,NA,"NNE",0,15
"2012-08-08","BadgerysCreek","N",20,"NNE","W",11,4
"2012-08-08","Cobar","NNW",33,"N","NNW",17,15
"2012-08-08","CoffsHarbour","NNE",28,"NNW","NE",6,15
"2012-08-08","Moree","WSW",19,"NE","WNW",11,11
"2012-08-08","Newcastle",NA,NA,"NW","NE",9,28
"2012-08-08","NorahHead","NW",30,"WNW","NW",6,13
"2012-08-08","NorfolkIsland","W",50,"WSW","WSW",28,31
"2012-08-08","Penrith","NW",26,"NNW","NNW",4,4
"2012-08-08","Richmond","WSW",33,"NE","W",7,22
"2012-08-08","Sydney","W",30,"W","W",17,9
"2012-08-08","SydneyAirport","NW",33,"NNW","WNW",13,15
"2012-08-08","WaggaWagga",NA,NA,"ESE","NNW",17,24
"2012-08-08","Williamtown","WNW",52,"WNW","NNW",22,28
"2012-08-08","Wollongong","WNW",44,"NNW","W",7,22
"2012-08-08","Canberra","NW",48,"NNW","NW",11,20
"2012-08-08","Tuggeranong","WNW",43,"SSW","WNW",4,19
"2012-08-08","MountGinini","WSW",57,"WSW","W",20,24
"2012-08-08","Ballarat","NNE",61,"N","N",30,28
"2012-08-08","Bendigo","NE",26,"E",NA,7,0
"2012-08-08","Sale","NW",65,"N","WSW",17,30
"2012-08-08","MelbourneAirport","N",89,"N","N",56,37
"2012-08-08","Melbourne","N",89,"N","N",56,37
"2012-08-08","Mildura","SSW",39,"N","NW",17,9
"2012-08-08","Portland","W",70,"WNW","WNW",28,37
"2012-08-08","Watsonia","N",67,"NNE","N",11,22
"2012-08-08","Dartmoor","NNW",48,"NNW","WNW",13,24
"2012-08-08","Brisbane","NNW",19,"SW","WNW",4,7
"2012-08-08","Cairns","SE",48,"SSE","SE",24,28
"2012-08-08","GoldCoast","NW",28,"NW","NW",13,17
"2012-08-08","Townsville","NE",31,NA,"ENE",0,24
"2012-08-08","Adelaide","SW",41,"NE","NW",9,19
"2012-08-08","MountGambier","W",57,"NW","W",15,33
"2012-08-08","Nuriootpa","WNW",54,"WNW","W",19,20
"2012-08-08","Woomera","SSW",54,"N","SW",13,19
"2012-08-08","Albany",NA,NA,"NW","SSW",9,4
"2012-08-08","Witchcliffe","SSW",35,NA,"WSW",0,11
"2012-08-08","PearceRAAF","SE",20,"WNW","WSW",7,9
"2012-08-08","PerthAirport","ENE",20,"NE","SW",13,7
"2012-08-08","Perth","SW",17,"NE","NE",7,7
"2012-08-08","SalmonGums","S",30,"W","S",9,15
"2012-08-08","Hobart","NNW",63,"NNW","NW",35,31
"2012-08-08","Launceston","NNW",48,"N","NW",24,17
"2012-08-08","AliceSprings","N",28,"NNW","NW",17,6
"2012-08-08","Darwin","E",48,"E","ENE",20,20
"2012-08-09","Albury","SW",65,"W","WSW",22,19
"2012-08-09","BadgerysCreek","WSW",57,"N","WSW",4,30
"2012-08-09","Cobar","SW",50,"SW","SW",15,24
"2012-08-09","CoffsHarbour","WSW",46,"NW","NE",17,11
"2012-08-09","Moree","SW",39,"NE","SW",13,24
"2012-08-09","Newcastle",NA,NA,"NW","NW",9,4
"2012-08-09","NorahHead","WSW",35,"NW","SSW",9,9
"2012-08-09","NorfolkIsland","W",56,"WSW","W",6,17
"2012-08-09","Penrith","WSW",57,"S","W",6,11
"2012-08-09","Richmond","W",56,"SSW","W",15,31
"2012-08-09","Sydney","W",63,"WNW","WSW",9,31
"2012-08-09","SydneyAirport","W",69,"W","W",20,37
"2012-08-09","WaggaWagga",NA,NA,"W","WSW",17,33
"2012-08-09","Williamtown","NW",43,"WNW","WNW",15,17
"2012-08-09","Wollongong","SW",67,"NW","SW",2,35
"2012-08-09","Canberra","W",57,"WNW","WSW",28,33
"2012-08-09","Tuggeranong","W",59,"W","WSW",17,22
"2012-08-09","MountGinini","WSW",69,"WSW","WSW",22,26
"2012-08-09","Ballarat","SSW",61,"WSW","SW",24,33
"2012-08-09","Bendigo","SSW",69,"NNW","SSW",2,37
"2012-08-09","Sale","WSW",72,"WNW","WSW",30,31
"2012-08-09","MelbourneAirport","SSW",78,"WSW","SSW",30,30
"2012-08-09","Melbourne","SSW",78,"WSW","SSW",30,30
"2012-08-09","Mildura","S",56,"WSW","SSW",15,24
"2012-08-09","Portland","W",65,"WSW","SW",28,26
"2012-08-09","Watsonia","WSW",67,"W","SW",19,28
"2012-08-09","Dartmoor","SSW",63,"SW","SW",26,24
"2012-08-09","Brisbane","W",30,"SSW","WNW",2,17
"2012-08-09","Cairns","SE",33,"SSE","ESE",13,20
"2012-08-09","GoldCoast","W",35,"NW","NW",17,15
"2012-08-09","Townsville","NE",28,"S","NNE",7,19
"2012-08-09","Adelaide","SW",44,"SSW","WSW",4,22
"2012-08-09","MountGambier","SW",69,"WSW","SSW",26,31
"2012-08-09","Nuriootpa","SW",44,"E","SSW",2,26
"2012-08-09","Woomera","SSW",43,"SSE","S",26,22
"2012-08-09","Albany",NA,NA,"N","NNW",4,9
"2012-08-09","Witchcliffe","N",33,"NNE","N",9,13
"2012-08-09","PearceRAAF","E",35,"ENE","ENE",22,13
"2012-08-09","PerthAirport","ENE",30,"ENE","N",17,13
"2012-08-09","Perth","N",24,"ENE","N",6,7
"2012-08-09","SalmonGums","NE",28,"NE","N",11,9
"2012-08-09","Hobart","S",67,"NW","SW",20,19
"2012-08-09","Launceston","SSW",44,"NNW","S",15,24
"2012-08-09","AliceSprings","E",46,"SE","ESE",22,24
"2012-08-09","Darwin","E",35,"E","N",13,22
"2012-08-10","Albury","SW",46,NA,"SW",0,28
"2012-08-10","BadgerysCreek","SSW",72,"SW","S",28,31
"2012-08-10","Cobar","S",46,"SSW","SSW",20,30
"2012-08-10","CoffsHarbour","SSW",76,"WSW","SW",30,31
"2012-08-10","Moree","WSW",52,"SW","SW",26,35
"2012-08-10","Newcastle",NA,NA,"NW","SE",4,50
"2012-08-10","NorahHead","S",106,"SW","SSW",24,63
"2012-08-10","NorfolkIsland","NNW",63,"N","NNW",17,28
"2012-08-10","Penrith","S",52,"SW","S",26,30
"2012-08-10","Richmond","S",57,"SW","S",30,33
"2012-08-10","Sydney","S",93,"W","SSW",31,26
"2012-08-10","SydneyAirport","SSW",106,"W","S",30,65
"2012-08-10","WaggaWagga","SW",44,"WSW","SW",22,26
"2012-08-10","Williamtown","SSW",91,"W","SW",28,44
"2012-08-10","Wollongong","S",102,"SW","SSW",41,69
"2012-08-10","Canberra","SSW",74,"S","S",26,31
"2012-08-10","Tuggeranong","S",57,"SW","SSW",17,28
"2012-08-10","MountGinini","S",98,"S","S",48,31
"2012-08-10","Ballarat","S",46,"SSW","SSW",17,20
"2012-08-10","Bendigo","SW",44,"SSW","SSW",17,15
"2012-08-10","Sale","SSW",35,"WNW","SSW",20,20
"2012-08-10","MelbourneAirport","SSW",48,"SW","S",26,28
"2012-08-10","Mildura","SSW",37,"SSW","S",13,17
"2012-08-10","Portland","SSW",37,"WSW","SSW",11,13
"2012-08-10","Watsonia","SW",46,"SSW","SSW",15,24
"2012-08-10","Dartmoor","SSW",35,NA,"SSW",0,22
"2012-08-10","Brisbane","SW",39,"SW","WSW",9,13
"2012-08-10","Cairns","SE",30,"W","N",6,13
"2012-08-10","GoldCoast","W",50,"W","SW",24,11
"2012-08-10","Townsville","SSW",43,"N","S",6,31
"2012-08-10","Adelaide","SSW",33,"NNW","SSE",6,17
