"date","location","windgustdir","windgustspeed","winddir9am","winddir3pm","windspeed9am","windspeed3pm"
"2011-05-15","Woomera","E",30,"ESE","SE",17,13
"2011-05-15","Albany",NA,NA,"NNE","E",7,11
"2011-05-15","Witchcliffe","NNE",24,"ENE","ENE",7,7
"2011-05-15","PearceRAAF","ENE",44,"ENE","ENE",24,17
"2011-05-15","PerthAirport","ENE",44,"ENE","ENE",26,11
"2011-05-15","Perth","NE",30,"ENE","E",11,9
"2011-05-15","SalmonGums","NE",35,"NE","N",13,19
"2011-05-15","Walpole","NNE",28,"ENE","E",11,9
"2011-05-15","Hobart","N",65,"NNW","N",33,24
"2011-05-15","Launceston","NNW",26,NA,"NNW",0,15
"2011-05-15","AliceSprings","E",46,"ESE","E",20,24
"2011-05-15","Darwin","E",41,"E","SE",26,13
"2011-05-16","Albury","W",20,"SE","W",4,7
"2011-05-16","BadgerysCreek","SSE",15,NA,"NE",0,4
"2011-05-16","Cobar","ESE",20,"SE","SSE",4,7
"2011-05-16","CoffsHarbour","SE",20,"WNW","SE",7,9
"2011-05-16","Moree","WSW",24,"ESE","SW",11,9
"2011-05-16","Newcastle",NA,NA,"NW","NW",4,2
"2011-05-16","NorahHead","W",24,"WNW","E",9,11
"2011-05-16","NorfolkIsland","S",39,"S","S",22,17
"2011-05-16","Penrith","SSW",9,"S","NNW",4,4
"2011-05-16","Richmond","SE",13,NA,"SE",0,2
"2011-05-16","Sydney","W",30,"W","ENE",17,13
"2011-05-16","SydneyAirport","SW",30,"NW","NNW",13,7
"2011-05-16","WaggaWagga","WSW",28,"NE","SW",6,19
"2011-05-16","Williamtown","WNW",31,"WNW","NNW",24,13
"2011-05-16","Wollongong","W",22,"WSW","ENE",7,6
"2011-05-16","Canberra","N",15,NA,"SSW",0,7
"2011-05-16","Tuggeranong","NW",19,"WNW","N",4,7
"2011-05-16","MountGinini","SW",33,"SW","SW",11,11
"2011-05-16","Ballarat","W",31,"WNW","WNW",13,19
"2011-05-16","Bendigo","SW",24,"SSW","SW",9,13
"2011-05-16","Sale","WNW",56,"W","W",28,30
"2011-05-16","MelbourneAirport","W",31,"NW","WSW",17,17
"2011-05-16","Melbourne","W",31,"NW","WSW",17,17
"2011-05-16","Mildura","SE",19,"S","S",7,7
"2011-05-16","Portland","W",39,"W","W",17,22
"2011-05-16","Watsonia","WSW",24,"NW","W",9,11
"2011-05-16","Dartmoor","WSW",28,"WNW","WNW",7,9
"2011-05-16","Brisbane","W",17,"SW","NNW",6,2
"2011-05-16","Cairns","SSE",48,"SSE","SE",26,31
"2011-05-16","GoldCoast","S",33,"S","SE",19,30
"2011-05-16","Townsville","SE",43,"S","ESE",15,30
"2011-05-16","Adelaide","NE",26,NA,"ENE",0,6
"2011-05-16","MountGambier","WSW",28,"NNW","WSW",9,13
"2011-05-16","Nuriootpa","NE",20,NA,"ENE",0,13
"2011-05-16","Woomera","N",28,"E","N",9,7
"2011-05-16","Albany",NA,NA,"NNW","NNE",6,2
"2011-05-16","Witchcliffe","N",30,"NNE","WSW",11,6
"2011-05-16","PearceRAAF","NE",33,"NNE","SSW",13,6
"2011-05-16","PerthAirport","NE",30,"NE","WSW",17,11
"2011-05-16","Perth","ENE",20,"ENE","WSW",11,7
"2011-05-16","SalmonGums","N",41,"NNE","N",15,20
"2011-05-16","Walpole","NE",30,"NE","WSW",13,6
"2011-05-16","Hobart","NW",54,"NNW","NNW",26,19
"2011-05-16","Launceston","NNW",31,"NNW","NW",17,19
"2011-05-16","AliceSprings","ESE",37,"E","ESE",15,17
"2011-05-16","Darwin","E",37,"ESE","ENE",22,13
"2011-05-17","Albury","E",15,NA,"ESE",0,4
"2011-05-17","BadgerysCreek","ESE",20,"SW","NE",11,4
"2011-05-17","Cobar","ESE",22,"ESE","SSE",13,7
"2011-05-17","CoffsHarbour","S",31,"SW","SSW",13,20
"2011-05-17","Moree",NA,NA,"ENE","ESE",11,11
"2011-05-17","Newcastle",NA,NA,NA,NA,0,0
"2011-05-17","NorahHead","SSE",37,"W","S",15,19
"2011-05-17","NorfolkIsland","SW",26,"SSW","WSW",9,17
"2011-05-17","Penrith","NE",15,"N","NE",4,9
"2011-05-17","Richmond","SSE",19,NA,"E",0,6
"2011-05-17","Sydney","W",30,"W","S",22,17
"2011-05-17","SydneyAirport","S",33,"NW","S",13,24
"2011-05-17","WaggaWagga","NE",20,NA,"NNE",0,2
"2011-05-17","Williamtown","S",24,"NW","S",19,17
"2011-05-17","Wollongong","SSE",35,"SSW","SSE",7,22
"2011-05-17","Canberra","S",28,"SW","S",2,6
"2011-05-17","Tuggeranong","S",30,"SSW","SE",11,11
"2011-05-17","MountGinini","SW",28,"SSW","E",6,2
"2011-05-17","Ballarat","WSW",13,"NNW","W",2,4
"2011-05-17","Bendigo","SSW",17,"SSE","SSW",2,9
"2011-05-17","Sale","WNW",28,"NNW","WSW",9,7
"2011-05-17","MelbourneAirport","N",22,"WNW","SW",9,11
"2011-05-17","Melbourne","N",22,"WNW","SW",9,11
"2011-05-17","Mildura","NNE",17,"NE","NNW",7,9
"2011-05-17","Portland","N",26,"N","N",11,17
"2011-05-17","Watsonia","WSW",13,"NW","SW",6,7
"2011-05-17","Dartmoor","N",20,"NNE","N",6,9
"2011-05-17","Brisbane","ESE",19,"SW","ESE",4,9
"2011-05-17","Cairns","SE",52,"SSE","SSE",22,22
"2011-05-17","GoldCoast","SSE",48,"SSW","SSE",9,30
"2011-05-17","Townsville","E",50,"S","E",20,33
"2011-05-17","Adelaide","NNE",33,"NE","NW",13,13
"2011-05-17","MountGambier","N",35,"NNE","NNE",11,13
"2011-05-17","Nuriootpa","NE",31,"NE","NNE",9,11
"2011-05-17","Woomera","NNE",43,"NE","NE",19,13
"2011-05-17","Albany",NA,NA,"NNW","WSW",7,17
"2011-05-17","Witchcliffe","SSW",39,NA,"SE",0,6
"2011-05-17","PearceRAAF","SW",41,"WNW","WSW",6,15
"2011-05-17","PerthAirport","SW",41,"NNE","WSW",7,19
"2011-05-17","Perth","WSW",26,NA,"SW",0,11
"2011-05-17","SalmonGums","NNW",35,"NNW","WNW",22,13
"2011-05-17","Walpole","SE",33,"NW","SSW",2,9
"2011-05-17","Hobart","SSW",37,"E","SE",13,7
"2011-05-17","Launceston","N",19,NA,"W",0,2
"2011-05-17","AliceSprings","ESE",31,"E","ESE",13,17
"2011-05-17","Darwin","ENE",39,"E","E",24,20
"2011-05-18","Albury","E",20,"E","ENE",7,7
"2011-05-18","BadgerysCreek","NE",17,"N","ENE",4,9
"2011-05-18","Cobar","ENE",19,"E","S",9,2
"2011-05-18","CoffsHarbour","S",39,"SW","S",20,24
"2011-05-18","Moree","E",26,"E","ESE",17,4
"2011-05-18","Newcastle",NA,NA,NA,"SE",0,2
"2011-05-18","NorahHead","NE",33,"W","S",11,13
"2011-05-18","NorfolkIsland","SE",52,"ENE","SE",7,26
"2011-05-18","Penrith","NNE",19,"N","NE",2,9
"2011-05-18","Richmond","NE",20,"NNW","ENE",2,13
"2011-05-18","Sydney","W",28,"W","E",19,9
"2011-05-18","SydneyAirport","NNW",20,"NW","ESE",13,13
"2011-05-18","WaggaWagga","ENE",20,"E","SE",13,7
"2011-05-18","Williamtown","S",33,"WNW","S",13,17
"2011-05-18","Wollongong","N",24,NA,"NNE",0,11
"2011-05-18","Canberra","NW",22,"NNW","NW",6,13
"2011-05-18","Tuggeranong","N",22,NA,"N",0,9
"2011-05-18","MountGinini","NE",20,"WNW","W",11,13
"2011-05-18","Ballarat","N",48,"N","N",20,30
"2011-05-18","Bendigo","NNE",20,"SE","N",6,11
"2011-05-18","Sale","WNW",17,"WNW","WSW",9,6
"2011-05-18","MelbourneAirport","N",48,"N","N",20,31
"2011-05-18","Melbourne","N",48,"N","N",20,31
"2011-05-18","Mildura","N",28,"NNE","N",15,11
"2011-05-18","Portland","N",30,"N","N",13,19
"2011-05-18","Watsonia","N",24,"ENE","N",4,15
"2011-05-18","Dartmoor","N",37,"NNE","NNE",13,9
"2011-05-18","Brisbane","SE",28,"SW","SE",4,9
"2011-05-18","Cairns","SSE",52,"SSE","SSE",20,22
"2011-05-18","GoldCoast","SSE",52,"S","S",26,33
"2011-05-18","Townsville","ESE",52,"SE","ESE",20,33
"2011-05-18","Adelaide","NE",24,"NE","N",9,13
"2011-05-18","MountGambier","N",48,"NNE","NNE",20,20
"2011-05-18","Nuriootpa","NW",26,NA,"N",0,9
"2011-05-18","Woomera","NNE",41,"NNE","N",26,26
"2011-05-18","Albany",NA,NA,"SSE","SE",19,13
"2011-05-18","Witchcliffe","ESE",20,NA,"SE",0,13
"2011-05-18","PearceRAAF","ESE",31,NA,"ENE",0,6
"2011-05-18","PerthAirport","ENE",33,"WSW","E",6,7
"2011-05-18","Perth","NE",24,"SE","ESE",6,2
"2011-05-18","SalmonGums","SSW",43,"S","S",15,22
"2011-05-18","Hobart","NNW",37,"WNW","NNW",7,15
"2011-05-18","Launceston","NW",17,"NNW","NW",6,7
"2011-05-18","AliceSprings","ESE",30,NA,"NNE",0,9
"2011-05-18","Darwin","E",33,"E","E",24,15
"2011-05-19","Albury","S",13,NA,"SSE",0,6
"2011-05-19","BadgerysCreek","NNE",26,"NW","N",2,13
"2011-05-19","Cobar","NE",28,"NE","NW",15,4
"2011-05-19","CoffsHarbour","WSW",26,"SW","SE",17,11
"2011-05-19","Moree","E",30,"E","E",22,9
"2011-05-19","Newcastle",NA,NA,NA,NA,0,0
"2011-05-19","NorahHead","NNW",28,"SW","NE",4,17
"2011-05-19","NorfolkIsland","SE",56,"ESE","ESE",30,26
"2011-05-19","Penrith","ENE",17,NA,"NE",0,11
"2011-05-19","Richmond","NE",24,NA,"NE",0,13
"2011-05-19","Sydney","N",26,"W","ENE",15,17
"2011-05-19","SydneyAirport","NE",30,"NW","NNE",15,22
"2011-05-19","WaggaWagga","E",20,"E","W",11,2
"2011-05-19","Wollongong","NNE",30,"W","NNE",6,24
"2011-05-19","Canberra","NW",26,NA,"NW",0,11
"2011-05-19","Tuggeranong","N",17,"NE","NNW",2,7
"2011-05-19","MountGinini","WSW",30,"W","SW",9,13
"2011-05-19","Ballarat","NNE",44,"N","N",26,28
"2011-05-19","Bendigo","NE",20,"SE","NE",6,11
"2011-05-19","Sale","NNW",11,"W",NA,6,0
"2011-05-19","MelbourneAirport","N",52,"N","N",37,24
"2011-05-19","Melbourne","N",52,"N","N",37,24
"2011-05-19","Mildura","NNE",24,"N","NE",11,9
"2011-05-19","Portland","N",41,"N","N",20,15
"2011-05-19","Watsonia","NNW",35,NA,"N",0,17
"2011-05-19","Dartmoor","N",28,"NNE","N",6,6
"2011-05-19","Brisbane","SSE",28,"SSW","SE",4,6
"2011-05-19","Cairns","SE",50,"S","SE",24,30
"2011-05-19","GoldCoast","SSE",52,"S","S",26,28
"2011-05-19","Townsville","E",41,"SSE","E",24,28
"2011-05-19","Adelaide","N",31,"ENE","NW",9,15
"2011-05-19","MountGambier","NNE",35,"NNE","NNE",24,17
"2011-05-19","Nuriootpa","NNW",28,"NE","NNW",9,13
"2011-05-19","Woomera","N",35,"NE","N",19,28
"2011-05-19","Albany",NA,NA,"NNW","N",4,11
"2011-05-19","Witchcliffe","N",48,"N","N",20,30
"2011-05-19","PearceRAAF","NNW",39,"NNE","NNW",13,19
"2011-05-19","PerthAirport","N",33,"NE","N",11,20
"2011-05-19","Perth","NE",26,"NE","NW",11,11
"2011-05-19","SalmonGums","N",28,"NW","NW",13,13
"2011-05-19","Hobart","NNW",39,"N","NW",15,15
"2011-05-19","Launceston","NNW",28,NA,"NNW",0,15
"2011-05-19","AliceSprings","NNW",24,NA,"S",0,13
"2011-05-19","Darwin","E",44,"E","E",26,20
"2011-05-20","Albury","SE",15,NA,"ESE",0,7
"2011-05-20","BadgerysCreek","ENE",15,"E","ENE",2,7
"2011-05-20","Cobar","NE",24,"ENE","E",9,7
"2011-05-20","CoffsHarbour","SW",26,"SSW","SE",6,11
"2011-05-20","Moree","E",31,"ENE","NE",17,6
"2011-05-20","Newcastle",NA,NA,"SW",NA,2,0
"2011-05-20","NorahHead","NNE",22,"W","NE",6,11
"2011-05-20","NorfolkIsland","SE",44,"SE","SSE",19,20
"2011-05-20","Penrith","NW",9,NA,NA,0,0
"2011-05-20","Richmond","ESE",17,NA,"NE",0,9
"2011-05-20","Sydney","WNW",20,"W","E",15,11
"2011-05-20","SydneyAirport","NW",24,"NNW","E",13,13
"2011-05-20","WaggaWagga","E",22,"E","ENE",11,6
"2011-05-20","Wollongong","NE",24,"NW","NE",13,17
"2011-05-20","Canberra",NA,NA,NA,"SW",0,4
"2011-05-20","Tuggeranong","W",11,"WSW","SSW",6,7
"2011-05-20","MountGinini","W",26,"WSW","WSW",13,9
"2011-05-20","Ballarat","N",33,"NNE","N",13,24
"2011-05-20","Bendigo","SSE",17,"SE","ENE",7,9
"2011-05-20","Sale","ESE",17,"WNW","WNW",11,6
"2011-05-20","MelbourneAirport","NNE",50,"N","NNE",28,31
"2011-05-20","Melbourne","NNE",50,"N","NNE",28,31
"2011-05-20","Mildura","N",28,"NE","NE",9,11
"2011-05-20","Portland","N",30,"NNE","NNE",17,13
"2011-05-20","Watsonia","NNE",44,"NE","NE",6,9
"2011-05-20","Dartmoor","NNE",26,"NNE","NNE",4,9
"2011-05-20","Brisbane","ESE",24,"SSW","E",4,7
"2011-05-20","Cairns","SE",46,"S","SE",22,31
"2011-05-20","GoldCoast","S",48,"SSE","SSE",35,19
"2011-05-20","Townsville","ESE",43,"SSE","SE",19,13
"2011-05-20","Adelaide","NNE",22,"NE","NNW",6,11
"2011-05-20","MountGambier","NNE",30,"NNE","NNE",11,17
"2011-05-20","Nuriootpa","N",26,NA,"NW",0,7
"2011-05-20","Woomera","NNW",35,"NNE","NW",17,19
"2011-05-20","Albany",NA,NA,"SSW","SSW",20,30
"2011-05-20","Witchcliffe","S",56,"S","S",19,26
"2011-05-20","PerthAirport","SW",70,"WNW","SSW",15,24
"2011-05-20","Perth","WSW",59,"W","SSW",9,17
"2011-05-20","SalmonGums","WNW",91,"N","NNW",20,26
"2011-05-20","Hobart","N",48,"E","NE",2,6
"2011-05-20","Launceston","WNW",26,NA,"NW",0,13
"2011-05-20","AliceSprings","ESE",28,NA,"ESE",0,15
"2011-05-20","Darwin","E",41,"E","ENE",22,15
"2011-05-21","Albury","ESE",19,NA,"ESE",0,9
"2011-05-21","BadgerysCreek","NE",17,NA,"NNE",0,9
"2011-05-21","Cobar","NNW",28,"NNE","N",15,7
"2011-05-21","CoffsHarbour","NE",24,"W","NE",6,17
"2011-05-21","Moree","ENE",30,"ENE","ENE",20,7
"2011-05-21","Newcastle",NA,NA,NA,NA,0,0
"2011-05-21","NorahHead","NE",20,"W","NE",7,9
"2011-05-21","NorfolkIsland","E",52,"E","ESE",20,19
"2011-05-21","Penrith","WNW",15,NA,"NNW",0,6
"2011-05-21","Richmond","NE",17,NA,"NE",0,13
"2011-05-21","Sydney","W",22,"WNW","E",17,11
"2011-05-21","SydneyAirport","NW",26,"NW","NE",15,13
"2011-05-21","WaggaWagga","E",20,"ESE","E",11,13
"2011-05-21","Wollongong","NW",35,"NW","ENE",17,19
"2011-05-21","Canberra",NA,NA,"NNW","NW",4,19
"2011-05-21","Tuggeranong","NNW",26,NA,"NW",0,17
"2011-05-21","MountGinini","W",37,"W","WNW",17,13
"2011-05-21","Ballarat","N",46,"NNE","NNE",28,35
"2011-05-21","Bendigo","ENE",20,"ESE","NE",9,15
"2011-05-21","Sale","NW",20,"NW","NW",2,15
"2011-05-21","MelbourneAirport","N",63,"N","N",43,33
"2011-05-21","Melbourne","N",63,"N","N",43,33
"2011-05-21","Mildura","N",35,"NNE","NNW",11,15
"2011-05-21","Portland","N",39,"N","N",19,17
"2011-05-21","Watsonia","N",43,"NE","N",9,15
"2011-05-21","Dartmoor","NNE",33,"N","NE",15,9
"2011-05-21","Brisbane","E",22,"WSW","SE",4,9
"2011-05-21","Cairns","SE",41,"S","SE",17,28
"2011-05-21","GoldCoast","SSE",33,"S","SSE",13,11
"2011-05-21","Townsville","E",48,"SSE","E",13,35
"2011-05-21","Adelaide","N",57,"NNE","N",15,20
"2011-05-21","MountGambier","NNE",39,"N","N",20,17
"2011-05-21","Nuriootpa","N",46,"N","N",15,19
"2011-05-21","Woomera","NNW",59,"NNE","N",19,33
"2011-05-21","Albany",NA,NA,"SW","WSW",9,31
"2011-05-21","Witchcliffe","SSW",30,NA,"S",0,19
"2011-05-21","PerthAirport","S",31,NA,"S",0,24
"2011-05-21","Perth","SSW",28,NA,"SSE",0,15
"2011-05-21","SalmonGums","SW",57,"WSW","SW",17,24
"2011-05-21","Hobart","NNW",37,"NNW","ESE",17,15
"2011-05-21","Launceston","NW",24,NA,"NW",0,13
"2011-05-21","AliceSprings","NNE",31,"S","NW",2,13
"2011-05-21","Darwin","E",39,"E","ESE",17,19
"2011-05-22","Albury","ENE",46,NA,"NE",0,20
"2011-05-22","BadgerysCreek","N",20,NA,"NNE",0,11
"2011-05-22","Cobar","N",44,"NNE","NNE",20,17
"2011-05-22","CoffsHarbour","N",35,"N","N",4,15
"2011-05-22","Moree","NE",37,"ENE","NNE",19,22
"2011-05-22","Newcastle",NA,NA,"N",NA,2,0
"2011-05-22","NorahHead","NNE",43,"NW","NNE",2,24
"2011-05-22","NorfolkIsland","E",50,"E","ESE",22,24
"2011-05-22","Penrith","NNE",17,NA,"NE",0,7
"2011-05-22","Richmond","NE",20,NA,"NE",0,13
"2011-05-22","Sydney","NNE",26,"W","NE",13,11
"2011-05-22","SydneyAirport","NNE",35,"NW","NNE",15,19
"2011-05-22","WaggaWagga","N",61,"E","NNE",17,13
"2011-05-22","Williamtown","NW",20,"NW","NE",9,11
"2011-05-22","Wollongong","NNW",39,"WNW","NNE",2,22
"2011-05-22","Canberra","N",43,NA,"NNW",0,22
"2011-05-22","Tuggeranong","N",33,NA,"NW",0,13
"2011-05-22","MountGinini","N",65,"NW","NNW",19,17
"2011-05-22","Ballarat","N",59,"NNE","N",28,39
"2011-05-22","Bendigo","WNW",39,"ENE","NE",15,19
"2011-05-22","Sale","WNW",37,"SSE","NE",7,17
"2011-05-22","MelbourneAirport","N",67,"N","N",30,28
"2011-05-22","Melbourne","N",67,"N","N",30,28
"2011-05-22","Mildura","NW",59,"NNE","NW",15,19
"2011-05-22","Portland","N",37,"NNE","N",15,17
"2011-05-22","Watsonia","N",39,"NNE","N",19,20
"2011-05-22","Dartmoor","N",37,"NNE","N",11,13
"2011-05-22","Brisbane","E",15,"SW","ENE",4,7
"2011-05-22","Cairns","SE",35,"S","SE",19,22
"2011-05-22","GoldCoast","NW",26,"SSW","SW",11,4
"2011-05-22","Townsville","ESE",39,"ESE","ENE",24,24
"2011-05-22","Adelaide","SW",74,"N","NNW",24,30
"2011-05-22","MountGambier","N",41,"NNE","N",22,11
"2011-05-22","Nuriootpa","NW",81,"NNW","NW",24,37
"2011-05-22","Woomera","W",61,"WNW","W",28,41
"2011-05-22","Albany",NA,NA,"SSW","SW",24,20
"2011-05-22","Witchcliffe","S",24,"E","S",2,11
"2011-05-22","PearceRAAF","S",33,"S","S",6,17
"2011-05-22","PerthAirport","SSW",33,"NE","S",9,17
"2011-05-22","Perth","SSW",22,"ENE","SW",4,11
"2011-05-22","SalmonGums","SW",37,"SW","SW",17,22
"2011-05-22","Hobart","NNW",63,"NNW","NNW",20,35
"2011-05-22","Launceston","WNW",31,NA,"NW",0,11
"2011-05-22","AliceSprings","SSW",31,"WSW","SW",13,19
"2011-05-22","Darwin","SE",37,"E","E",19,11
"2011-05-23","Albury","WNW",44,"NNE","WNW",19,20
"2011-05-23","BadgerysCreek","WNW",56,"N","NW",17,26
"2011-05-23","Cobar","WNW",44,"WNW","W",13,13
"2011-05-23","CoffsHarbour","NW",43,"S","NW",13,19
"2011-05-23","Moree","W",57,"N","W",15,24
"2011-05-23","Newcastle",NA,NA,"NW","NW",2,6
"2011-05-23","NorahHead","NW",46,"NNW","NW",26,17
"2011-05-23","NorfolkIsland","ENE",41,"ENE","ENE",30,24
"2011-05-23","Penrith","NW",52,"N","NW",9,20
"2011-05-23","Richmond","NW",48,"NNE","NW",19,20
"2011-05-23","Sydney","NW",52,"NW","NW",15,26
"2011-05-23","SydneyAirport","NNW",59,"NNW","NW",22,39
"2011-05-23","WaggaWagga","W",48,"NNW","WNW",15,24
"2011-05-23","Wollongong","NW",50,"WNW","WNW",13,19
"2011-05-23","Canberra","NW",57,"NNW","NNW",26,28
"2011-05-23","Tuggeranong","NNW",39,"N","NNW",15,15
"2011-05-23","MountGinini","WNW",67,"NW","WNW",33,22
"2011-05-23","Ballarat","WSW",39,"W","SW",17,22
"2011-05-23","Bendigo","WSW",44,"W","WSW",6,24
"2011-05-23","Sale","W",41,"WNW","WSW",11,24
"2011-05-23","MelbourneAirport","WSW",50,"N","SSW",13,24
"2011-05-23","Melbourne","WSW",50,"N","SSW",13,24
"2011-05-23","Mildura","WNW",57,"W","WSW",20,20
"2011-05-23","Portland","SSW",48,"SW","SW",20,15
"2011-05-23","Watsonia","WSW",43,"NNE","SSW",6,20
"2011-05-23","Dartmoor","SSW",37,"W","SSW",15,15
"2011-05-23","Brisbane","SW",30,NA,"S",0,6
"2011-05-23","Cairns","S",26,"S","NE",13,17
"2011-05-23","GoldCoast","WNW",57,"N","NW",9,17
"2011-05-23","Townsville","NNE",26,"SW","WNW",7,6
"2011-05-23","Adelaide","SW",56,"SW","SW",17,22
"2011-05-23","MountGambier","SW",44,"WSW","SSW",24,22
"2011-05-23","Nuriootpa","WSW",56,"WSW","WSW",24,33
"2011-05-23","Woomera","SW",56,"WSW","SSW",28,37
"2011-05-23","Albany",NA,NA,"W","SE",2,17
"2011-05-23","Witchcliffe","SSE",22,"E","S",6,7
"2011-05-23","PearceRAAF","E",31,NA,"ESE",0,19
"2011-05-23","PerthAirport","E",28,NA,"S",0,9
"2011-05-23","Perth","NE",20,NA,"SSE",0,7
"2011-05-23","SalmonGums","SSE",33,"WSW","SSE",11,9
"2011-05-23","Hobart","SSW",57,"NNW","ENE",13,7
"2011-05-23","Launceston","SE",31,"NNW","NNW",4,7
"2011-05-23","AliceSprings","S",35,"SW","S",13,20
"2011-05-23","Darwin","SE",39,"ESE","ESE",13,15
"2011-05-24","Albury","WNW",26,"WSW","WNW",15,7
"2011-05-24","BadgerysCreek","SW",31,"NNW","SE",2,11
"2011-05-24","Cobar","SW",37,"WSW","NNE",17,11
"2011-05-24","CoffsHarbour","SW",39,"NW","ENE",7,17
"2011-05-24","Moree","WSW",50,"WSW","W",15,30
"2011-05-24","Newcastle",NA,NA,"NW","SE",2,6
"2011-05-24","NorahHead","S",50,"WNW","S",7,31
"2011-05-24","NorfolkIsland",NA,NA,"NNE","NNE",26,24
"2011-05-24","Penrith","SW",28,"N","S",4,9
"2011-05-24","Richmond","SE",31,"N","S",9,13
"2011-05-24","Sydney","WNW",39,"WNW","SSE",7,19
"2011-05-24","SydneyAirport","SW",44,"NW","S",17,28
"2011-05-24","WaggaWagga","W",24,"WSW","WSW",11,15
"2011-05-24","Wollongong","SSW",67,"WSW","SSE",22,15
"2011-05-24","Canberra",NA,NA,"SSW","S",4,19
"2011-05-24","Tuggeranong","SSE",37,"SSW","SSE",7,17
