"date","location","wind_gustdir","wind_gustspeed","wind_dir9am","wind_dir3pm","wind_speed9am","wind_speed3pm"
"2010-02-03","MelbourneAirport","N",43,"ENE","NE",19,13
"2010-02-03","Melbourne","N",43,"ENE","NE",19,13
"2010-02-03","Mildura","NE",61,"ENE","ENE",22,15
"2010-02-03","Portland","E",43,"NNE","S",13,17
"2010-02-03","Watsonia","SE",31,"NE","NNW",4,11
"2010-02-03","Dartmoor","ENE",46,"NNE","NE",24,19
"2010-02-03","Brisbane","E",31,"E","E",17,19
"2010-02-03","Cairns","N",33,"W","N",11,22
"2010-02-03","GoldCoast","E",43,"ESE","ESE",30,20
"2010-02-03","Townsville","NNE",26,NA,"N",0,19
"2010-02-03","Adelaide","NNE",26,"NNE","W",2,17
"2010-02-03","MountGambier","NNE",54,"NNE","NE",39,26
"2010-02-03","Nuriootpa","NNE",33,"E","NE",17,13
"2010-02-03","Woomera","SE",50,"SE","ESE",17,31
"2010-02-03","Albany",NA,NA,"SSW","SSW",33,28
"2010-02-03","Witchcliffe",NA,NA,"SSE","SSE",19,20
"2010-02-03","PearceRAAF","SSW",44,"SSE","SE",26,20
"2010-02-03","PerthAirport","SE",63,"SSE","SSE",30,20
"2010-02-03","Perth","SSW",50,"SSE","SW",19,31
"2010-02-03","SalmonGums","SSW",57,"S","S",33,33
"2010-02-03","Walpole","SSW",39,"S","SSE",19,17
"2010-02-03","Hobart","ENE",50,"NNW","NE",15,28
"2010-02-03","Launceston","E",41,"E","NE",13,17
"2010-02-03","AliceSprings","SW",48,"NNW","WSW",6,26
"2010-02-03","Darwin","WNW",41,"W","W",24,26
"2010-02-04","Albury","NNW",44,"ENE",NA,19,NA
"2010-02-04","BadgerysCreek","ENE",43,NA,"ENE",NA,24
"2010-02-04","Cobar","N",57,"NE","ENE",6,19
"2010-02-04","CoffsHarbour","N",35,"SW","E",13,17
"2010-02-04","Moree","ENE",50,"ENE","NNE",22,24
"2010-02-04","Newcastle",NA,NA,"SE","SE",4,28
"2010-02-04","NorahHead","NE",48,"ENE","ENE",20,28
"2010-02-04","NorfolkIsland","E",74,"E","E",41,41
"2010-02-04","Penrith","NE",44,"WSW","NE",4,20
