"date","location","wind_gustdir","wind_gustspeed","wind_dir9am","wind_dir3pm","wind_speed9am","wind_speed3pm"
"2007-12-15","Canberra","E",41,"SE","WNW",2,13
"2007-12-16","Canberra","S",31,"SSE","NE",6,7
"2007-12-17","Canberra","ESE",48,"SSE","ESE",13,20
"2007-12-18","Canberra","ENE",39,"SE","E",13,20
"2007-12-19","Canberra","NE",22,"NE","ENE",7,6
"2007-12-20","Canberra","NNW",30,"N","NW",4,13
"2007-12-21","Canberra","N",41,"NW","NW",6,22
"2007-12-22","Canberra","NNW",76,"N","WNW",41,30
"2007-12-23","Canberra","ENE",39,"N","N",9,20
"2007-12-24","Canberra","NW",44,"NNW","WNW",7,13
"2007-12-25","Canberra","E",41,"SE","NE",11,11
"2007-12-26","Canberra","NNW",41,"W","NNW",6,19
"2007-12-27","Canberra","NNW",65,"N","NNW",7,48
"2007-12-28","Canberra","NNW",28,"NNW","NW",6,13
"2007-12-29","Canberra","NNW",30,"NW","N",6,7
"2007-12-30","Canberra","E",39,"SSW","ESE",6,22
"2007-12-31","Canberra","NE",31,"SSE","NE",7,9
"2008-01-01","Canberra","NNE",35,"ESE","W",2,11
"2008-01-02","Canberra","ESE",41,"ESE","WSW",2,9
"2008-01-03","Canberra","ESE",50,"ESE","ESE",20,24
"2008-01-04","Canberra","ESE",46,"ESE","ESE",24,26
"2008-01-05","Canberra","NE",35,"SSE","E",7,15
"2008-01-06","Canberra","ENE",39,"W","NNW",6,19
"2008-01-07","Canberra","ENE",39,"E","NW",11,11
"2008-01-08","Canberra","E",46,"E","N",7,9
"2008-01-09","Canberra","E",43,"E","ENE",13,11
"2008-01-10","Canberra","NE",33,"WNW","NW",6,11
"2008-01-11","Canberra","SSE",57,"NNW","NW",6,19
"2008-01-12","Canberra","SW",50,"E","WNW",4,17
"2008-01-13","Canberra","WNW",52,"NNW","W",6,24
"2008-01-14","Canberra","E",50,"E","ENE",13,19
"2008-01-15","Canberra","W",35,"E","NW",7,15
"2008-01-16","Canberra","N",59,"N","NNE",15,20
"2008-01-17","Canberra","E",46,"ESE","ESE",20,28
"2008-01-18","Canberra","ESE",39,"ESE","ESE",17,19
"2008-01-19","Canberra","NE",33,"SSE","NNE",9,13
"2008-01-20","Canberra","NW",50,"NW","WNW",19,28
"2008-01-21","Canberra","E",48,"SSE","ESE",17,22
"2008-01-22","Canberra","E",33,"SE","S",11,7
"2008-01-23","Canberra","NE",28,"SE","E",7,7
"2008-01-24","Canberra","ENE",35,"SE","NE",6,11
"2008-01-25","Canberra","E",41,"E","NE",9,17
"2008-01-26","Canberra","NNE",28,"NW","SSW",4,7
"2008-01-27","Canberra","WSW",46,"N","WNW",4,26
"2008-01-28","Canberra","NNW",44,"NNE","NW",4,24
"2008-01-29","Canberra","ENE",46,"S","W",6,11
"2008-01-30","Canberra","NW",69,"N","W",6,13
"2008-01-31","Canberra","ESE",39,"N","NNW",13,13
"2008-02-01","Sydney",NA,NA,"S","SSW",17,20
"2008-02-01","Canberra","SSE",30,"SE","ESE",11,11
"2008-02-02","Sydney",NA,NA,"W","E",9,13
"2008-02-02","Canberra","NNE",30,"SSE","NNE",7,11
"2008-02-03","Sydney",NA,NA,"ESE","ESE",17,2
"2008-02-03","Canberra","E",48,"SE","ESE",9,17
"2008-02-04","Sydney",NA,NA,"NNE","E",22,20
"2008-02-04","Canberra","ENE",33,"SSE","ENE",7,13
"2008-02-05","Sydney",NA,NA,"NNE","W",11,6
"2008-02-05","Canberra","ESE",30,"S","SSE",7,11
"2008-02-06","Sydney",NA,NA,"W","ENE",9,22
"2008-02-06","Canberra","W",52,"NW","WNW",6,24
"2008-02-07","Sydney",NA,NA,"W","S",15,15
"2008-02-07","Canberra","SSW",61,"N","NNW",11,20
"2008-02-08","Sydney",NA,NA,"S","SE",7,15
"2008-02-08","Canberra","ENE",41,"ESE","ESE",7,20
"2008-02-09","Sydney",NA,NA,"SSW","W",19,9
"2008-02-09","Canberra","SSE",33,"S","S",15,17
"2008-02-10","Sydney",NA,NA,"W","SSE",11,20
"2008-02-10","Canberra","ENE",41,"SSE","W",17,13
"2008-02-11","Sydney",NA,NA,"WNW","E",9,26
"2008-02-11","Canberra","NE",31,"SE","NE",7,13
"2008-02-12","Sydney",NA,NA,"N","NE",7,24
"2008-02-12","Canberra","W",48,"NNW","WNW",9,17
"2008-02-13","Sydney",NA,NA,"S","S",24,30
"2008-02-13","Canberra","ENE",30,"SSE","SSE",13,15
"2008-02-14","Sydney",NA,NA,"SSW","SSE",15,19
"2008-02-14","Canberra","E",33,"S","SE",11,9
"2008-02-15","Sydney",NA,NA,"SW","SSE",19,22
"2008-02-15","Canberra","ENE",35,"SE","E",7,7
"2008-02-16","Sydney",NA,NA,"WNW","SSE",11,26
"2008-02-16","Canberra","ENE",39,"SE","E",7,19
"2008-02-17","Sydney",NA,NA,"SE","ESE",13,24
"2008-02-17","Canberra","ENE",46,"ESE","NNE",9,13
"2008-02-18","Sydney",NA,NA,"SSE","ENE",13,24
"2008-02-18","Canberra","E",31,"S","NNE",7,11
"2008-02-19","Sydney",NA,NA,"WNW","E",7,17
"2008-02-19","Canberra","NE",33,"ESE","SE",6,15
"2008-02-20","Sydney",NA,NA,"W","E",13,22
"2008-02-20","Canberra","ESE",39,"SSE","WNW",2,9
"2008-02-21","Sydney",NA,NA,"WNW","SE",4,15
"2008-02-21","Canberra","S",50,"NNW","N",4,7
"2008-02-22","Sydney",NA,NA,"WNW","E",11,28
"2008-02-22","Canberra","W",50,NA,"W",NA,28
"2008-02-23","Sydney",NA,NA,"WSW","ESE",20,24
"2008-02-23","Canberra","NW",46,"WNW","WNW",20,26
"2008-02-24","Sydney",NA,NA,"WNW","ESE",11,24
"2008-02-24","Canberra","NW",44,"NW","WNW",15,30
"2008-02-25","Sydney",NA,NA,"E","E",15,20
"2008-02-25","Canberra","ENE",44,"ENE","WSW",9,7
"2008-02-26","Sydney",NA,NA,"WSW","E",2,28
"2008-02-26","Canberra","NW",44,"WSW","NW",4,17
"2008-02-27","Sydney",NA,NA,NA,"NNE",0,15
"2008-02-27","Canberra","W",48,NA,"W",NA,30
"2008-02-28","Sydney",NA,NA,"S","ESE",20,9
"2008-02-28","Canberra","SSE",48,"S","SE",13,13
"2008-02-29","Sydney",NA,NA,"SW","S",24,28
"2008-02-29","Canberra","S",48,"S","S",24,17
"2008-03-01","Sydney",NA,NA,"W","SSE",19,31
"2008-03-01","Canberra","S",35,"SSE","SSE",15,15
"2008-03-02","Sydney",NA,NA,"W","SE",13,17
"2008-03-02","Canberra","E",35,"ESE","WNW",7,11
"2008-03-03","Sydney",NA,NA,"W","ENE",15,19
"2008-03-03","Canberra","E",35,"ESE","WNW",6,9
"2008-03-04","Sydney",NA,NA,"WNW","E",9,19
"2008-03-04","Canberra","ESE",39,"SSE","WNW",6,7
"2008-03-05","Sydney",NA,NA,"S","ESE",19,22
"2008-03-05","Canberra","E",46,"SSE","WSW",7,6
"2008-03-06","Sydney",NA,NA,"N","ENE",11,19
"2008-03-06","Canberra","WSW",41,"NNW","NNE",6,9
"2008-03-07","Sydney",NA,NA,"SSW","SSE",13,24
"2008-03-07","Canberra","E",50,NA,"ENE",NA,9
"2008-03-08","Sydney",NA,NA,"WNW","E",9,22
"2008-03-08","Canberra","NNW",24,"SSE","NNW",6,9
"2008-03-09","Sydney",NA,NA,"W","E",9,19
"2008-03-09","Canberra","E",41,"SE","NNE",7,11
"2008-03-10","Sydney",NA,NA,"WNW","NE",9,24
"2008-03-10","Canberra","WNW",24,"ENE","W",6,9
"2008-03-11","Sydney",NA,NA,"ENE","E",2,20
"2008-03-11","Canberra","SSW",46,"SE","ENE",11,7
"2008-03-12","Sydney",NA,NA,"W","NE",7,22
"2008-03-12","Canberra","WNW",44,"ESE","WSW",6,28
"2008-03-13","Sydney",NA,NA,"WNW","ESE",6,20
"2008-03-13","Canberra","ENE",39,"SE","NNW",7,7
"2008-03-14","Sydney",NA,NA,"W","ENE",9,24
"2008-03-14","Canberra","W",22,"SE","W",9,13
"2008-03-15","Sydney",NA,NA,"NW","ENE",2,20
"2008-03-15","Canberra","SE",48,"SE","ESE",7,4
"2008-03-16","Sydney",NA,NA,"W","E",7,24
"2008-03-16","Canberra","NE",28,"ENE","WNW",4,6
"2008-03-17","Sydney",NA,NA,"WNW",NA,4,NA
"2008-03-17","Canberra","NE",33,"ESE","NNW",9,13
"2008-03-18","Sydney",NA,NA,"N","ENE",11,20
"2008-03-18","Canberra","NW",43,NA,"WNW",0,19
"2008-03-19","Sydney",NA,NA,"SSE","E",7,13
"2008-03-19","Canberra","NE",31,"SE","NNE",4,15
"2008-03-20","Sydney",NA,NA,"NNE","NE",6,17
"2008-03-20","Canberra","NW",46,NA,"WSW",0,26
"2008-03-21","Sydney",NA,NA,"S","SSW",26,22
"2008-03-21","Canberra","SE",30,"ESE","ESE",9,17
"2008-03-22","Sydney",NA,NA,"ESE","E",24,30
"2008-03-22","Canberra","E",33,"SE","ESE",6,17
"2008-03-23","Sydney",NA,NA,"WNW","ESE",9,13
"2008-03-23","Canberra","ENE",30,"NNW","SW",6,7
"2008-03-24","Sydney",NA,NA,"NNW","ENE",7,26
"2008-03-24","Canberra","NW",28,"SSE","WNW",6,19
"2008-03-25","Sydney",NA,NA,"NE","NNW",4,17
"2008-03-25","Canberra","NNW",43,"N","N",11,20
"2008-03-26","Sydney",NA,NA,NA,"NW",0,6
"2008-03-26","Canberra","W",46,"NNW","W",17,20
"2008-03-27","Sydney",NA,NA,"W","ESE",20,19
"2008-03-27","Canberra","N",33,"SE","N",7,17
"2008-03-28","Sydney",NA,NA,"SSW","SE",13,17
"2008-03-28","Canberra","W",31,"SE","WNW",7,19
"2008-03-29","Sydney",NA,NA,"W","E",15,15
"2008-03-29","Canberra","NW",57,"N","NW",9,22
"2008-03-30","Sydney",NA,NA,"W","WNW",22,15
"2008-03-30","Canberra","WNW",50,"WSW","WNW",6,31
"2008-03-31","Sydney",NA,NA,"WNW","WNW",9,17
"2008-03-31","Canberra","WNW",57,"NW","W",19,26
"2008-04-01","Sydney",NA,NA,"W","ESE",20,15
"2008-04-01","Canberra","NNW",22,"ESE","WNW",7,11
"2008-04-02","Sydney",NA,NA,"W","N",6,22
"2008-04-02","Canberra","NNW",83,"SSW","NW",2,37
"2008-04-03","Sydney",NA,NA,"SW","WSW",26,20
"2008-04-03","Canberra","WNW",63,"NW","W",26,33
"2008-04-04","Sydney",NA,NA,"W","E",24,15
"2008-04-04","Canberra","N",22,"NW","WSW",6,7
"2008-04-05","Sydney",NA,NA,"WNW","E",13,17
"2008-04-05","Canberra","E",26,"SE","NNW",7,7
"2008-04-06","Sydney",NA,NA,"W","ESE",13,20
"2008-04-06","Canberra","E",35,"SSW","NNW",7,11
"2008-04-07","Sydney",NA,NA,"SSW","SSE",11,15
"2008-04-07","Canberra","ENE",31,"ESE","ENE",11,11
"2008-04-08","Sydney",NA,NA,"SE","SE",20,17
"2008-04-08","Canberra","ESE",39,"SSE","SE",15,9
"2008-04-09","Sydney",NA,NA,"W","E",13,20
"2008-04-09","Canberra","SW",17,"S","WNW",9,6
"2008-04-10","Sydney",NA,NA,"W","E",15,15
"2008-04-10","Canberra","E",26,"NNW","N",4,6
"2008-04-11","Sydney",NA,NA,"W","E",15,15
"2008-04-11","Canberra","ESE",39,"SE","WSW",2,7
"2008-04-12","Sydney",NA,NA,"W","E",11,9
"2008-04-12","Canberra","WNW",35,"SSW","WNW",6,11
"2008-04-13","Sydney",NA,NA,"W","ESE",11,4
"2008-04-13","Canberra","W",39,"SSE","NW",13,15
"2008-04-14","Sydney",NA,NA,"SSW","S",19,30
"2008-04-14","Canberra","S",31,"SSE","SSE",9,20
"2008-04-15","Sydney",NA,NA,"SW","S",20,22
"2008-04-15","Canberra","SSE",28,"SSE","S",7,9
"2008-04-16","Sydney",NA,NA,"SSW","SSW",15,20
"2008-04-16","Canberra","S",31,"S","SE",9,13
"2008-04-17","Sydney",NA,NA,"SSW","S",17,13
"2008-04-17","Canberra","WNW",26,"SSW","NW",7,7
"2008-04-18","Sydney",NA,NA,"W","SSE",4,15
"2008-04-18","Canberra","ESE",48,"SSE","ENE",17,11
"2008-04-19","Sydney",NA,NA,"SE","SE",22,24
"2008-04-19","Canberra","SE",35,"SE","ESE",13,22
"2008-04-20","Sydney",NA,NA,"ESE","S",15,6
"2008-04-20","Canberra","ESE",33,"SSE","ESE",11,30
"2008-04-21","Sydney",NA,NA,"SSW","S",9,19
"2008-04-21","Canberra","E",30,"SE","SSE",9,7
"2008-04-22","Sydney",NA,NA,"SSE","SE",9,20
"2008-04-22","Canberra","SE",33,"SSE","E",13,22
"2008-04-23","Sydney",NA,NA,"SW","SSE",6,22
"2008-04-23","Canberra","ENE",26,NA,"ESE",0,7
"2008-04-24","Sydney",NA,NA,"S","S",19,20
"2008-04-24","Canberra","NE",28,"ESE","NE",7,9
"2008-04-25","Sydney",NA,NA,"SSE","S",17,15
"2008-04-25","Canberra","WNW",22,NA,"NW",0,7
"2008-04-26","Sydney",NA,NA,"W","E",15,6
"2008-04-26","Canberra","NW",44,"ESE","WNW",2,20
"2008-04-27","Sydney",NA,NA,"NNW","N",20,22
"2008-04-27","Canberra","NW",59,"NNW","NW",26,31
"2008-04-28","Sydney",NA,NA,"W","WSW",20,24
"2008-04-28","Canberra","W",57,"WNW","WNW",26,22
"2008-04-29","Sydney",NA,NA,"W","SSE",24,9
"2008-04-29","Canberra","NNW",22,NA,"NNW",0,9
"2008-04-30","Sydney",NA,NA,"W","E",15,17
"2008-04-30","Canberra","N",28,"E","N",2,19
"2008-05-01","Sydney",NA,NA,"WNW","W",11,7
"2008-05-01","Canberra","WNW",31,"W","NNW",6,26
"2008-05-02","Sydney",NA,NA,"W","WSW",19,17
"2008-05-02","Canberra","W",43,"SSW","WNW",6,28
"2008-05-03","Sydney",NA,NA,"W","SSE",19,11
"2008-05-03","Canberra","NW",31,"ESE","W",6,13
"2008-05-04","Sydney",NA,NA,"W","SE",22,11
"2008-05-04","Canberra","NNW",30,"SW","NNW",2,15
"2008-05-05","Sydney",NA,NA,"W","NW",15,7
"2008-05-05","Canberra","NW",39,"NE","WNW",2,19
"2008-05-06","Sydney",NA,NA,"W","WNW",9,9
"2008-05-06","Canberra","NW",41,"W","NW",7,26
"2008-05-07","Sydney",NA,NA,"W","SSE",22,13
"2008-05-07","Canberra","WNW",43,"NW","WNW",17,30
"2008-05-08","Sydney",NA,NA,"W","S",24,15
"2008-05-08","Canberra","NW",24,NA,"NW",0,9
"2008-05-09","Sydney",NA,NA,"W","SE",17,11
"2008-05-09","Canberra","NNW",17,"WNW","N",2,9
"2008-05-10","Sydney",NA,NA,"WNW","E",11,11
"2008-05-10","Canberra","NW",20,"NW","NNW",2,9
"2008-05-11","Sydney",NA,NA,"WNW","SSE",13,15
"2008-05-11","Canberra","E",20,"WSW","NE",6,11
"2008-05-12","Sydney",NA,NA,"W","E",11,15
"2008-05-12","Canberra",NA,24,"E","NNW",4,15
"2008-05-13","Sydney",NA,NA,"W","E",11,9
"2008-05-13","Canberra","NNW",30,"SE","NW",7,15
"2008-05-14","Sydney",NA,NA,"W","ENE",20,19
"2008-05-14","Canberra","NNW",31,NA,"NNW",NA,20
"2008-05-15","Sydney",NA,NA,"W","E",13,9
"2008-05-15","Canberra","NW",33,"NNE","NW",2,20
"2008-05-16","Sydney",NA,NA,"WNW","NE",15,15
"2008-05-16","Canberra","NW",35,"W","NW",9,15
"2008-05-17","Sydney",NA,NA,"NNW","NNW",20,17
"2008-05-17","Canberra","NW",52,"NNW","NW",30,24
"2008-05-18","Sydney",NA,NA,"W","W",19,31
"2008-05-18","Canberra","NW",41,"NNW","WNW",13,26
"2008-05-19","Sydney",NA,NA,"W","WNW",22,7
"2008-05-19","Canberra","W",52,NA,"WNW",0,24
"2008-05-20","Sydney",NA,NA,"W","W",24,7
"2008-05-20","Canberra","WNW",31,"S","WNW",6,24
"2008-05-21","Sydney",NA,NA,"WNW","S",19,22
"2008-05-21","Canberra","E",24,"ESE","W",2,7
"2008-05-22","Sydney",NA,NA,"SSW","SSE",20,19
"2008-05-22","Canberra","ESE",20,"SSE","E",7,6
"2008-05-23","Sydney",NA,NA,"WNW","SSE",17,13
"2008-05-23","Canberra","SE",17,"SE","SSW",11,6
"2008-05-24","Sydney",NA,NA,"W","NW",13,2
"2008-05-24","Canberra","SE",17,"SE","SSW",6,6
"2008-05-25","Sydney",NA,NA,"W","ENE",17,11
"2008-05-25","Canberra","W",39,"SE","NNW",6,15
"2008-05-26","Sydney",NA,NA,"W","ENE",20,13
"2008-05-26","Canberra","ESE",22,"NNW","W",6,6
"2008-05-27","Sydney",NA,NA,"W","E",15,13
"2008-05-27","Canberra","NNW",22,NA,"NW",0,13
"2008-05-28","Sydney",NA,NA,"W","NE",26,2
"2008-05-28","Canberra","NW",20,NA,"NW",0,6
"2008-05-29","Sydney",NA,NA,"W","S",19,4
"2008-05-29","Canberra","NW",20,"SSE","WNW",7,7
"2008-05-30","Sydney",NA,NA,"W","E",19,7
"2008-05-30","Canberra",NA,NA,"N","NNW",2,15
"2008-05-31","Sydney",NA,NA,"WNW","SSE",17,17
"2008-05-31","Canberra","E",22,NA,"N",0,7
"2008-06-01","Sydney",NA,NA,"W","SE",19,17
"2008-06-01","Canberra","NE",17,NA,"ENE",NA,7
"2008-06-02","Sydney",NA,NA,"W","W",9,7
"2008-06-02","Canberra","NNE",15,"SSE","NNE",6,6
"2008-06-03","Sydney",NA,NA,"W","E",17,22
"2008-06-03","Canberra","ESE",20,"S","ESE",9,11
"2008-06-04","Sydney",NA,NA,"SE","ESE",19,26
"2008-06-04","Canberra","SSE",41,"SE","SE",9,20
"2008-06-05","Sydney",NA,NA,"SSW","S",24,24
"2008-06-05","Canberra","S",31,"SSE","S",6,20
"2008-06-06","Sydney",NA,NA,"WSW","SSW",15,24
"2008-06-06","Canberra","S",22,"SE","NNE",11,4
"2008-06-07","Sydney",NA,NA,"W","S",19,24
"2008-06-07","Canberra","NE",28,"N","ESE",4,11
"2008-06-08","Sydney",NA,NA,"WNW","ESE",17,17
"2008-06-08","Canberra","E",30,"SSE","ENE",6,13
"2008-06-09","Sydney",NA,NA,"W","ESE",13,2
"2008-06-09","Canberra","NNE",30,"SSE","NE",6,19
"2008-06-10","Sydney",NA,NA,"W","N",13,9
"2008-06-10","Canberra","NW",31,"E",NA,2,0
"2008-06-11","Sydney",NA,NA,"NNW","N",6,4
"2008-06-11","Canberra","NW",46,"NNW","NW",22,17
"2008-06-12","Sydney",NA,NA,"W","ENE",11,7
"2008-06-12","Canberra","NW",43,"N","WNW",15,24
"2008-06-13","Sydney",NA,NA,"NW","WSW",20,26
"2008-06-13","Canberra","WNW",54,"W","WNW",19,28
"2008-06-14","Sydney",NA,NA,"W","SW",30,24
"2008-06-14","Canberra","S",48,"NW","S",7,24
"2008-06-15","Sydney",NA,NA,"SSW","SSW",24,26
"2008-06-15","Canberra","S",43,"S","SSW",24,26
"2008-06-16","Sydney",NA,NA,"SSW","SSW",19,20
"2008-06-16","Canberra","SSW",26,"SSW","ESE",17,9
"2008-06-17","Sydney",NA,NA,"W","SSW",11,13
"2008-06-17","Canberra","NNE",20,"SSW","NNE",7,7
"2008-06-18","Sydney",NA,NA,"W","NE",13,2
"2008-06-18","Canberra","N",13,"N","NNW",6,9
"2008-06-19","Sydney",NA,NA,"WNW","ESE",13,13
"2008-06-19","Canberra","NNW",17,"SE","SSE",6,7
"2008-06-20","Sydney",NA,NA,"W","W",19,19
"2008-06-20","Canberra","W",26,"WNW","WNW",6,7
"2008-06-21","Sydney",NA,NA,"W","WSW",15,17
"2008-06-21","Canberra","WNW",41,"E","WNW",6,19
"2008-06-22","Sydney",NA,NA,"W","SSW",22,22
"2008-06-22","Canberra","NW",33,"NNW","SE",9,9
"2008-06-23","Sydney",NA,NA,"WNW","WSW",13,13
"2008-06-23","Canberra","NW",24,"W","N",7,15
"2008-06-24","Sydney",NA,NA,"W","WNW",19,9
"2008-06-24","Canberra","WNW",41,"S","NW",2,28
"2008-06-25","Sydney",NA,NA,"W","WNW",17,6
"2008-06-25","Canberra","NW",46,NA,"WNW",0,28
"2008-06-26","Sydney",NA,NA,"WNW","W",28,28
"2008-06-26","Canberra","WNW",63,"NNW","WNW",20,28
"2008-06-27","Sydney",NA,NA,"W","WSW",24,15
"2008-06-27","Canberra","NNW",35,"N","NNW",7,24
"2008-06-28","Sydney",NA,NA,"W","SSE",20,9
"2008-06-28","Canberra","NW",15,"N","NW",6,9
"2008-06-29","Sydney",NA,NA,"WNW","NNW",13,6
"2008-06-29","Canberra","NNW",31,"S","N",6,22
"2008-06-30","Sydney",NA,NA,"NNW","NW",19,28
"2008-06-30","Canberra","W",70,"NW","NNW",22,28
"2008-07-01","Sydney",NA,NA,NA,"W",0,41
"2008-07-01","Canberra","NW",78,"NW","W",33,33
"2008-07-01","Melbourne","W",63,"W","W",37,35
"2008-07-01","Brisbane","WNW",26,"SSW","W",6,15
"2008-07-01","Adelaide","NW",48,"SW","W",13,15
"2008-07-01","Perth","ENE",20,NA,"E",0,7
"2008-07-01","Hobart","WSW",81,"NNE","NW",17,24
"2008-07-01","Darwin","E",41,"ENE","SSE",13,17
"2008-07-02","Sydney",NA,NA,"WNW","W",26,31
"2008-07-02","Canberra","WNW",61,"NNW","WNW",31,30
"2008-07-02","Melbourne","W",63,"W","WSW",30,35
"2008-07-02","Brisbane","W",30,"W","WNW",15,19
"2008-07-02","Adelaide","SW",35,"SSW","SW",13,15
"2008-07-02","Perth","NE",22,"ESE","ENE",6,9
"2008-07-02","Hobart","W",83,"NW","SW",24,26
"2008-07-02","Darwin","ENE",50,"SE","E",15,28
"2008-07-03","Sydney",NA,NA,"W","WNW",17,7
"2008-07-03","Canberra","N",31,"ESE","NNW",7,20
"2008-07-03","Melbourne","W",39,"W","W",17,24
"2008-07-03","Brisbane","E",22,"SW","E",7,15
"2008-07-03","Adelaide","W",20,"NNE","SW",2,11
"2008-07-03","Perth","NE",31,NA,"WNW",0,4
"2008-07-03","Hobart","SW",100,"WNW","SW",37,39
"2008-07-03","Darwin","E",46,"ESE","ENE",22,19
"2008-07-04","Sydney",NA,NA,"W","S",20,9
"2008-07-04","Canberra","ESE",35,"SSW","NE",4,13
"2008-07-04","Melbourne","E",19,"NNW","N",9,7
"2008-07-04","Brisbane","SW",24,"SW","SSE",9,7
"2008-07-04","Adelaide","NNE",30,"NNE","NE",6,13
"2008-07-04","Perth","W",26,"NNE","NNW",11,6
"2008-07-04","Hobart","NNW",28,"NW","N",17,9
"2008-07-04","Darwin","E",44,"SE","E",22,13
"2008-07-05","Sydney",NA,NA,"WNW","NE",11,15
"2008-07-05","Canberra","W",13,NA,"WNW",NA,2
"2008-07-05","Melbourne","N",52,"N","NNE",24,30
"2008-07-05","Brisbane","S",37,"S","SSW",11,7
"2008-07-05","Perth","WSW",44,"W","SW",13,17
"2008-07-05","Hobart","NNW",28,"NNW","NW",13,15
"2008-07-05","Darwin","ESE",46,"E","E",20,19
"2008-07-06","Sydney",NA,NA,"W","SSE",15,4
"2008-07-06","Canberra","NW",41,"WNW","NNW",2,22
"2008-07-06","Melbourne","N",74,"N","NNW",31,44
"2008-07-06","Brisbane","ENE",31,"SSW","E",7,17
"2008-07-06","Adelaide","NNW",52,"NNE","NNW",15,22
"2008-07-06","Perth","NNE",24,"ENE","NE",4,7
"2008-07-06","Hobart","NNW",41,"NNW","N",19,7
"2008-07-06","Darwin","E",41,"ESE","SE",11,13
"2008-07-07","Sydney",NA,NA,"W","N",9,11
"2008-07-07","Canberra","W",35,NA,"N",0,13
"2008-07-07","Melbourne","NNE",57,"N","N",28,22
"2008-07-07","Brisbane","NE",17,"SW","NE",9,9
"2008-07-07","Adelaide","WSW",46,"WNW","SW",17,13
"2008-07-07","Perth","N",37,"NE","NNE",15,13
"2008-07-07","Hobart","NNW",39,"NNW","WNW",13,4
"2008-07-07","Darwin","E",48,"SE","ESE",11,22
"2008-07-08","Sydney",NA,NA,"W","SE",11,7
"2008-07-08","Canberra","NW",35,NA,"NW",0,15
"2008-07-08","Melbourne","N",37,"N","N",13,11
"2008-07-08","Brisbane","WSW",31,"SW","NW",7,2
"2008-07-08","Adelaide","SW",43,"SW","WSW",11,22
"2008-07-08","Perth","NNW",24,"NE","N",9,13
"2008-07-08","Hobart","NNW",24,"N","NNW",7,13
"2008-07-08","Darwin","ESE",54,"SE","ESE",20,33
"2008-07-09","Sydney",NA,NA,"W","WSW",15,20
"2008-07-09","Canberra","WNW",39,"NW","NW",9,15
"2008-07-09","Melbourne","N",35,"N","WSW",11,17
"2008-07-09","Brisbane","W",43,"WSW","W",13,19
"2008-07-09","Adelaide","NW",41,"N","NW",9,19
"2008-07-09","Perth","ESE",31,NA,"ESE",0,9
"2008-07-09","Hobart","NW",35,"NW","N",11,13
"2008-07-09","Darwin","ESE",50,"SE","ESE",31,24
"2008-07-10","Sydney",NA,NA,"WNW","NW",11,26
"2008-07-10","Canberra","NW",65,"NW","NW",31,35
