,date,event_name,place,city,country,link,event_time,Address,Cost,Minimum age,Promoters,lineup,description,coordinates
552,1/24/2020,The Office presents: Red Light Secrets Music By: Hex Hector,TBA - New York,newyork,us,https://www.residentadvisor.net/events/1354625,03:30 - 08:00,unreadable,$30 ,21+,"Everette Haley, STATIC BOOKINGS",Hex Hector,Red Light Secrets Friday morning after hours is a throwback to the Infamous Red Light District in Amsterdam but situated in a Secret NY location? /  / Music is strictly Underground! /  / 3:30am-? /  / ALL GIRLS FREE WITH STATIC MEMBERSHIP CARD. /  / For Static membership/location contact: [email protected] or text 9176504124,
553,1/24/2020,Cry Baby & Kora Noir,Elsewhere,newyork,us,https://www.residentadvisor.net/events/1369601,22:00 - 03:00,"599 Johnson Ave, Brooklyn, NY 11237",Free w,21+,"PopGun Presents, Elsewhere","LOFT, └ Cry Baby & Kora Noir","FAQ/WTF? /  / Elsewhere is a live music venue, nightclub and arts space, housed in a converted warehouse in Bushwick, Brooklyn. Elsewhere lives by an ethos of creative risk-taking, progressive music programming, respect for all people and art, and a desire to support and grow the communities that make it all possible. Elsewhere has multiple performance spaces, a large rooftop, a gallery, a loft café, and an outdoor courtyard, and operates a seasonal art program called Landscape. /  / sign up for the listserv to keep up with our antics + show announcements: /  / sign up: http://bit.ly/2vGB0BS / subscribe to the cal: http://bit.ly/elsewhereevents","('40.709397', '-73.9231657')"
554,1/24/2020,M,erial 26: Ohm G,newyork,us,https://www.residentadvisor.net/events/1369802,22:00 - 04:00,"1237 Flushing Avenue, Brooklyn, NY 11237, USA",$5 after 12,unknown,Material Soundsystem,"Ohm G, Neumann, Robert Cary, Very J","We're excited to welcome local champ Ohm G to Jupiter Disco. Selector at large, and co-founder of one Material's favorite parties: Decatur Ny. Happy to be back after some time off and trips across the pond. /  / $5 after 12","('40.7081511', '-73.9235714')"
555,1/24/2020,Wh,ever Friday - Happy Hour with Ruez,newyork,us,https://www.residentadvisor.net/events/1377060,18:00 - 22:00,"395 Wythe Ave; Brooklyn, NY 11249; USA",No Cover,21+,unknown,"Ruez, Fermbiz.","We're back at TBA with another early evening edition of Whatever Friday with guest DJ Fermbiz making his official debut after last weeks stellar surprise set along with resident curator, Ruez for a wide range of sounds from chill to house vibes. Come have some a drink and chill or dance your way into the night...or whatever. /  / House|Deep|Tech|Chill|Classics","('40.7111547', '-73.9664122')"
556,1/24/2020,Caption with Justin Strauss,TBA - New York,newyork,us,https://www.residentadvisor.net/events/1379922,22:00 - 02:00,unreadable,Free,21+,Caption,"Justin Strauss, Sebastian Posso, Sean Fuad","For our third installment of Caption, we welcome a legend: Justin Strauss. Born, raised, and based in NYC, Justin has graced the decks of some of the most renowned clubs in the world. With decades of experience under his belt, we can't wait to hear what he has in store for us! /  / Justin will be playing a special back to back set with Sebastian Posso. Our very own resident Sean Fuad will be on warmup duties.",
557,1/24/2020,Zephyr Ann x Ivan Monegro x Mo Yasin,Black Flamingo,newyork,us,https://www.residentadvisor.net/events/1377847,22:00 - 04:00,"168 Borinquen Pl., Brooklyn NY",Free before 12,unknown,unknown,"Zephyr Ann, Ivan Monegro, Mo Yasin, ",Zephyr Ann  /  / Ivan Monegro /  / Mo Yasin /  / all night  /  / free b4 12  / $10 after,"('40.7105116', '-73.9541345')"
558,1/24/2020,Cultiv,"ed Sound with Antenes, Maŕa and Chamberlain Zhang",newyork,us,https://www.residentadvisor.net/events/1377997,22:00 - 04:00,"1271 Myrtle Ave; Brooklyn, NY 11221; United States","Free before midnight, $10 after",21+,Cultivated Sound,"Cultivated Sound with Antenes, Maŕa (US) and Chamberlain Zhang","Back to Bossa Nova Civic Club in 2020, we are celebrating a night of deep listening. We invited Antenes to join us for a deep sonic journey.  /  / Antenes explores the boundaries between techno and experimental music with her inventive soundscapes made by her self-made sequencers and synthesizers using vintage telephone equipment built in the name of sonic and spatial exploration. Also her eclectic DJ sets often combined by odd percussions and syncopations will take us to a deep and ephemeral sound-world.  /  / She recently did a memorable ambient live set at Issue Project Room with Moritz von Oswald and Britton Powell with her jewel box that she has been working with at Bell Lab in Manhattan where legend Laurie Spiegel worked intensively for years. A lot of us were also taken away by her set at Sustain-Release in 2019. This Friday night will be very special for our community for sure.  /  / 01242020 / Cultivated Sound at Bossa Nova Civic Club with / Antenes, Maŕa, Chamberlain Zhang /  / Original Artwork curated by Ivan Chebotarev redesigned by CS /  / Free before midnight, $10 after / RSVP here > http://bit.ly/37eFm6y","('40.69797655', '-73.9279600167073')"
559,1/24/2020,Above The Decks,The W,newyork,us,https://www.residentadvisor.net/events/1378710,23:00 - 04:00,"96 Wythe Ave, Brooklyn, NY 11249, USA",Free,21+,Above The Decks,"Jules Blum, Cousin Terry, Ella Darr, Komandra, Cázlo, ",Above The Decks is at The Water Tower in Williamsburg again this Friday with our house DJ lineup starting at 11 PM,"('40.721411', '-73.958572')"
560,1/24/2020,"3afak: Morenxxx, Bergsonist, DJ Sanna",Mood Ring,newyork,us,https://www.residentadvisor.net/events/1379713,22:00 - 04:00,"1260 Myrtle Ave, Brooklyn, NY 11221, USA",Free,unknown,unknown,"Morenxxx, Bergsonist, DJ Sanna",,"('40.6977941', '-73.9269769')"
561,1/24/2020,EXL Cllb with N,han Bar,newyork,us,https://www.residentadvisor.net/events/1377994,22:00 - 04:30,"605 W.48th St. New York, NY 10036",20,21+,unknown,"Nathan Barato, Louie Corrales, Batuz B2B Mark Dumitrescu","Exile Collab is delighted to bring you NATHAN BARATO, friday January 24th, some highly anticipated DJ’s:  /  / -Louie Corrales / - Batuz b2b Mark Dumitrescu /  / Whom are bringing Tech House, Progressive, Minimal and Latin beats to the scene, on top of that we have some really good artistic surprises for you. /  / Visuals by: / Vj Morbo","('40.7649566', '-73.995973')"
562,1/24/2020,sspurgee,Wythe Hotel,newyork,us,https://www.residentadvisor.net/events/1380032,21:00 - 01:00,"80 Wythe Ave, Brooklyn, NY 11249",Free,unknown,unknown,sspurgee,All night long at Lemons inside of the Wythe Hotel,"('40.7219036', '-73.9580608')"
563,1/24/2020,Plurg,ory,newyork,us,https://www.residentadvisor.net/events/1380042,21:30 - 02:00,"675 Central Ave Brooklyn, NY 11207",$10 before 10; $15 after,unknown,unknown,"DJ NJ Drone, Guido, Mithril, Qualiatik, Coma Theory, Hot4Piss, Sinister Hypnosis",Tattoos by @insideout_n_backwards /  / 16+ /  / DJ NJ Drone / Guido (live) / Mithril B2B Qualiatik / Coma Theory (Chicago/live) / Hot4Piss (chicago) / Sinister Hypnosis (live) /  / No Bev! This is a dry rave<3 /  / Smoothies by SWEETzach,"('40.68721475', '-73.9057407115548')"
564,1/24/2020,Friday Night Jokers fe,. John Pizzi,newyork,us,https://www.residentadvisor.net/events/1353780,20:00 - 22:00,"1008 Brown Street, Peekskill, NY, 10566, USA",$25 ,unknown,unknown,"John Pizzi, Maija DiGiorgio, Joey Callahan ","Laugh the night away with The Friday Night Jokers! / John Pizzi is one of the hottest rising comics in the entertainment industry bringing his unique brand of comedy to audiences around the country! Starring in a one man show of comedy, magic and ventriloquism, Pizzi is a regular at the Riveria Hotel in Las Vegas, the Borgata Hotel in Atlantic City and a member of the Friars Club in New York City and Los Angeles. Performing alongside entertainers such as Jerry Vale, Johnny Maestro and the Brooklyn Bridge, Joy Behar, Weird Al Yankovic, The Trammps, The Regents, Al Martino, Clint Holmes and many more, Pizzi is a comic you don’t want to miss! / Maija DiGiorgio is a comedian, actor, writer, radio personality, filmmaker, musician, and NY-to-LA transplant. In her first year doing stand up, Maija took the comedy world by storm taping five national TV appearances, receiving a standing ovation at NBC’s Live from the Apollo, and performing at the HBO Aspen Comedy Festival. Through her work, she has had the opportunity to perform alongside many industry standouts—including Dave Chappelle, Kevin Hart, Bill Burr, Dane Cook, Wanda Sykes, Louis CK, Mike Epps, Lisa Lampanelli, and Tracy Morgan. / From the first time Joey Callahan saw Dick Van Dyke trip, he knew he wanted to work in comedy. As a comedy writer, Callahan has worked for Jay Leno, Jimmie “J.J.” Walker, Harry Anderson and the national bestseller “If Women Ran Things.” Joey has also won the Cable Ace Award. As a stand up comic, Joey has headlined comedy clubs and festivals all over the world, and been seen on Comedy Central, and ESPN’s “Lighter Side of Sports” and Fox TV. The Philadelphia Inquirer called Joey “one of the most clever young comics on the comedy club scene today.” / Book your seats to see a great night of comedy in Peekskill!","('41.29022725', '-73.9197136')"
565,1/24/2020,Lundi Bleu (Djset),Studio 151,newyork,us,https://www.residentadvisor.net/events/1379385,23:00 - 04:00,"151 Avenue C, New York, New York 10009",$10 ,unknown,unknown,Lundi bleu,"Alex B is a french model and DJ in Paris, New York and Los Angeles. His band Lundi bleu performed at Festival de Cannes, David Lynch Silencio club, Les Bains... Night inspired by Andy Warhol's Factory - what's happen at Studio 151, stay at Studio 151. /  / INSTAGRAM: https://www.instagram.com/alexbplanet","('40.72565615', '-73.978031073703')"
566,1/24/2020,#Planetperreo Party W/ DJ Espiral,Erv's,newyork,us,https://www.residentadvisor.net/events/1380183,22:00 - 01:00,"2122 Beekman Pl, Brooklyn, NY 11225",FREE,21+,unknown,DJ Espiral ,"Monthly Queer Perreo Party hosted by DJ Espiral playin booty bumpin batida, rap, dembow, perreo, dancehall, reggaeton beats for all to whine and grind.","('40.6599051', '-73.9610065')"
567,1/25/2020,Unter x The Black Hole: L,in America,newyork,us,https://www.residentadvisor.net/events/1365796,22:00 - 06:00,unreadable,unknown,21+,Unter,"Pfirter (Argentina), Julianna (Colombia), Victoria Mussi (Paraguay), Volvox (Brazil), 138, live (Mexico), Brayan Valenzuela, live (Colombia), Adrestia (Dominican Republic), Buzzi (Cuba/Peru), Xiorro (Puerto Rico), , Hosted by Pauli Cakes and Guarionex Rodriguez","** PRE-SALE SOLD OUT ** / ** MORE TIX AT DOOR AT 10PM SHARP ** /  / For our second foray into the rich electronic dance music worlds of Latin America, Unter pairs up with the Brooklyn-based Latinx underground techno crew The Black Hole. Together, we are proud to present an evening of diverse, expansive, and hard-hitting samples of the bewildering wealth of techno talent that Latin America has to offer. /  / Saturday, January 25 / 10pm-6am / Venue TBA  /  / ■ Julianna (Colombia) — Arguably one of the most important figures in Latin America’s electronic music dance culture, Julianna Cuervo Muriel has dedicated all of her adult life to pushing her scene forward: co-founding Colombia’s only electronic music-focused record shop Doce, launching Nótt, a platform that focuses on women in the Latin American music scene, and working as a promoter at Move, the most forward-thinking events crew in Medellín. She’s also a terrific DJ. /  / ■ Pfirter (Argentina) — Argentinian-born, Barcelona-based veteran DJ and producer Juan Pablo is widely known and respected equally for his DJ sets as well as for his output as a producer and label owner through his own imprint, MindTrip, whose collaborators include Jonas Kopp, Stanislav Tolkachev, Antigone, Milton Bradley, Pär Grindvik, and Jeroen Search. /  / ■ Victoria Mussi (Paraguay) — A #rare Unter and The Black Hole double-alum, Victoria Mussi basically runs underground techno in Paraguay. In the wake of a narco-state-led shut-down of the club she was attached to, she now books and promotes her own now-off-the-grid night Sequence, and in case her name sounds familiar, she just HAPPENS to be the cousin of another Unter favorite, the Brazilian producer and DJ Amanda Mussi, with whom she shares a penchant for igniting Brooklyn dance floors. /  / ■ Volvox (Brazil) — Unter Resident Number 1 since Day 1, Volvox was born in—and is still inextricably connected to—Brazil and its queer underground electronic music dance scene.  /  / ■ 138, live (Mexico) — Based in Los Angeles, 138 is the collaborative duo of Mexican artists Billy Garcia and Nathan Valle. Recognized for their stomping live act throughout the US and Europe, 138 has had notable releases on labels such as MORD, Green Fetish, and Obscuur Records. /  / ■ Brayan Valenzuela, live (Colombia) — Born in Bogotá, Colombia and now based in Berlin, Brayan makes himself known through his live sets and productions that focus on modular synths and invariably lean toward the relentless. /  / ■ Adrestia (Dominican Republic) — Dominican-American Adrestia is co-founder and resident DJ of ALKHEMY and The Black Hole. She recently quickly rose to prominence for her unique selections and precision-laced sets. Living up to her moniker, which translates as “she who cannot be escaped,"" Adrestia has been invited to smash parties from Brooklyn to Berlin. /  / ■ Xiorro (Puerto Rico) — Co-founder and resident DJ of ALKHEMY and The Black Hole, and resident DJ at Berlin’s Griessmuehle, Puerto-Rican artist Xiorro is a leading force in delivering the harder and faster edges of techno on the Brooklyn scene. /  / ■ Buzzi (Cuba/Peru) — Born and raised in Bushwick, Brooklyn and Ridgewood, Queens, Cuban-Peruvian artist Buzzi is a resident DJ of ALKHEMY & The Black Hole. He is best known for his productions that blend speed with percussive touches and pummeling drums, all of which is reflected in his DJ sets. /  / FACILITY RULES: / - Photography, video, and use of cell-phones is strictly prohibited. / - Venue will carry a $3 coat- and item-check but please remember that our capacities are limited, so come as light as possible. /  /  / Unter x The Black Hole Guidelines  / ■ We seek to create and maintain a safe and diverse space where consent and respect are our first priorities. / ■ Please keep your phones in your pockets at all times: *absolutely* no photos or videos allowed. / ■ Do not willfully damage or compromise the space or its guests or employees in any manner. / ■ Harassment of any kind (unwanted contact, verbal or physical abuse, racism, homophobia, transphobia, body-shaming, misogyny, etc.) will NOT be tolerated and will lead to immediate discharge from the venue; this includes any sort of harassment or aggression both inside and outside the space. / ■ Anyone seen in possession, using, or aiding in use of GBL or GHB, a potentially deadly chemical, will be swiftly escorted out, and henceforth barred from future Unter events. / ■ For these reasons, a ticket does not guarantee entry, and will be voided if you are to be found in violation of any of these regulations or our community's collective ethics, which you can read up on here: https://bit.ly/2O1Teav.",
568,1/25/2020,Bubble_t presents: R,_royal_t,newyork,us,https://www.residentadvisor.net/events/1370428,22:00 - 04:00,"599 Johnson Ave, Brooklyn, NY 11237",unknown,21+,"Elsewhere, PopGun Presents","PERFORMERS/ARTISTS, , PEARL HARBOR @THEILLUSTRIOUSPEARL, , CLARA LU / DYNASTY @GUZHENGGURL / @REIGNOFDYNASTY, , SNIX @ITSSNIX, , DIVASORIA @ALEXBEAUTYNYC, , S1NA @HAVEYOUS1NA, , DJS , , THE HALL, , STEVIE HUYNH @STEVIEHUYNH, , USHKA @TY_USHKA, , Yellowtech @YELLOWTECH, , DAVID CHAN @THELIMITDOESNOTEXIST, , ZONE ONE, , KARLO BUENO BELLO @KARLOBUENOBELLO, , TITO_VIDA @TITO_VIDA, , chopstixmami @CHOPSTIXMAMI, , Laenz @LAENZZZ, , HOSTS, , GINA ROCERO @GEENAROCERO, , HUMBERTO LEON @HUMBERTO, , FAR-NEAR MEDIA @FAR___NEAR, , MIMI @MIMIZHUXIYUAN, , SAMMY KIMS @SAMMYKIMS, , SHO KONISHI @SHO_KONISHI, , NAOYASU MERU @NAOYASU_MERU_PHOTOGRAPHY, , FRAUNCHIE @FRAUNCHIE, , JON VINCENT @JANVINCENTGONZALES, , SYRO @SHOPSYRO, , ROBY @_MYLIFEASROBY, , KHOA SINCLAIR @KHOASINCLAIR, , YEN NGUYEN @BONJOUR.YEN","BUBBLE_T IS A SAFE, INCLUSIVE SPACE CARVED OUT FOR QUEER AND TRANS PEOPLE OF COLOR. RACIST, CLASSIST, SEXIST, HOMOPHOBIC, AGEIST AND/OR TRANSPHOBIC BEHAVIOR WILL NOT BE TOLERATED. IF YOUR BEHAVIOR IS FOUND TO BE DISRUPTIVE, YOU WILL BE ASKED TO LEAVE. IF YOU ARE BEING HARASSED PLEASE ALERT SECURITY AND/OR BUBBLE_T CREW /  / FAQ/WTF? /  / Elsewhere is a live music venue, nightclub and arts space, housed in a converted warehouse in Bushwick, Brooklyn. Elsewhere lives by an ethos of creative risk-taking, progressive music programming, respect for all people and art, and a desire to support and grow the communities that make it all possible. Elsewhere has multiple performance spaces, a large rooftop, a gallery, a loft café, and an outdoor courtyard, and operates a seasonal art program called Landscape. /  / sign up for the listserv to keep up with our antics + show announcements: /  / sign up: http://bit.ly/2vGB0BS / subscribe to the cal: http://bit.ly/elsewhereevents","('40.709397', '-73.9231657')"
569,1/25/2020,Teksupport Records Showcase,Market Hotel,newyork,us,https://www.residentadvisor.net/events/1370624,22:00 - 05:00,"1140 Myrtle Avenue; Brooklyn, NY 11206; United States",unknown,21+,Teksupport,"Markus Suckut, Andre Kronert, XANDER, Mīnk b2b Slank",We are thrilled to kick off 2020 with our very first label showcase featuring some of our regulars and also upcoming artists on Teksupport Records. /  / Line-up: / Markus Suckut (USA Debut) / Andre Kronert (USA Debut) / Xander / Mīnk b2b Slank /  / +21 / [email protected] / instagram.com/teksupport / twitter.com/teksupportnyc,"('40.6969323', '-73.934588')"
570,1/25/2020,Miki Beach NYC 'Fun Raiser,Lost Circus,newyork,us,https://www.residentadvisor.net/events/1365511,22:00 - 04:30,"538 Meserole St, Brooklyn, NY 11237 USA",unknown,21+,"Avant Gardner, ebb + flow","Doc Martin, David Mayer, Gavin Stephenson + Iman Rizky, Tarek Hanna, Jeremy Sisselman","Hello Mausketeers,  / Come join us for a dance party fundraiser for our Love burn and Burning Man Camp, packed with amazing talents. Miki Beach Camp will return to Burning Man in 2020, and whether you're already part of the MikiMau family or are new to our vibe, we'd love your support as we work to spread good times and good music, on and off the playa!  /  / SAVE THE DATE: Saturday - January 25, 2020 /  / ::: About MikiMau ::: /  / MikiMau started from the simplest of concepts – good people sharing a common love. The group is diverse; members hail from different countries, live in different cities, and work in a range of industries. But through this eclectic community runs one intense bond: Love of House Music. / ​ / If Miki Mau was a baby, then it was conceived in Ibiza 2013. A casual group of friends gathered to revel in some of the best house music in the world, and within a few days, the once loosely-knit group found themselves transformed into a tight family — one that continued to dance its way through Winter Music Conference, Burning Man, and countless parties.  /  / With each new adventure — combined with the inspiration to explore, create, and share new beats with one another — the group grew larger. Soon sets were being composed on weekends; speakers and turntables were purchased; and DJ nicknames began to emerge... Alas, MikiMau was born. /  / The term “Mickey Mouse” is at times used to refer to something substandard, or poorly executed and/or organized. As the group gained momentum in their musical efforts, they adopted this label as ""MikiMau"" — giving it a Cuban spin to pay homage to the background of a few founding members. Proving the group’s aspiration is not stardom or profit, but to create music for friends by friends. And to always have fun! /  / 21+ /  / This event is fully supported by the ebb + flow family! / www.ebbandflowmusic.com /  / www.mikimaumusic.com / www.facebook.com/mikimaumusic / www.soundcloud.com/mikimaumusic / www.instagram.com/mikimaumusic / www.instagram.com/kimonodisco","('40.7107222121212', '-73.9272022121212')"
571,1/25/2020,Regis / Fiedel / Ne/Re/A,BASEMENT,newyork,us,https://www.residentadvisor.net/events/1358758,22:00 - 05:00,"19 Flushing Ave., Maspeth, NY 11378",unknown,21+,basement ny,Regis / Fiedel / Ne/Re/A,"◾️ REGIS ◾️ Few artists can claim to have truly shaped music’s evolution even once; Regis has done it a few times. As the co-founder of Downwards, he played an instrumental role in developing the Birmingham techno sound. Growing out of Jeff Mills’ and Robert Hood’s more extreme minimal explorations, Regis’ earliest recordings were landmarks in brutalist industrial hypnosis. In collaboration with Surgeon as British Murder Boys and with Function, Silent Servant & Female in the Sandwell District collective, releases like “Learn Your Lesson” and “Feed Forward” set the bar for modern techno, influence a generation of artists with their combinations of thundering kicks and mercurial, mesmerizing sound design. /  / ◾️ FIEDEL ◾️ Fiedel has been something of a dark horse in electronic music, releasing landmark EPs, helming a residency at Berghain and cultivating a long-running relationship with the seminal Wax Treatment crew. Yet his sound remains surprising and fresh, shirking the expected muscle flexing of those associations for a lighter touch. Where his peers often go big, Fiedel goes weird. His grooves have a spring, his synths a glooby effervescence. That’s not a slight; his bright, unvarnished pallette kills - tracks like “Andreas” or any of his collabs with Errorsmith as MMM make quick work of the dancefloor. Last year he showcased his approach to DJing on the “Berghain 08” mix. In typical fashion, he skipped the studio and went straight to the club, recording it in the heat of the moment. /  / ◾️ NE/RE/A ◾️ Part of BK’s new wave of heavy, no-holds-barred DJs, Basque DJ & Distrikt1 founder Ne/Re/Ea bangs out heaving, saturated techno, EBM etc with a punk spirit. Her work was recently celebrated by Columbian DJ Juliana, who curated “Austral,” a compilation of Latin women in electronic music, released by the NOTT collective.","('40.7152945', '-73.9136973')"
572,1/25/2020,Groovy Groovy 2020 — Mosca & The Large,TBA - New York,newyork,us,https://www.residentadvisor.net/events/1362527,23:00 - 08:00,unreadable,unknown,21+,Andrew Akanbi,"Mosca, The Large, Akanbi, DJ Temporary (fka Yogic)","Wanna start this off with a big thank you + love you to every single body who’s shared space on Planet Groovy this year....our sound conductors, door guardians, production crew, venues and beloved dedicated dance floor warriors....sweet blessings to u lot!  /  / 2020 looking very bright and excitement for what’s to come is already buzzing! we’re kicking off the new year with our first dance happening on Jan 25. /  / Our special guest sound man for this mission is no one other than the big bad Mosca. Mosca is UK musical legend with a discography & DJ skill set that’s sure to impress. Mosca’s versatile approach to music is forever an inspiration and we’re delighted to have him back in New York for a long due return since 2013. In support is Mixpak’s own The Large. She’s one of NY’s finest selectors with DJ sets which are always a thorough adventure through riddim culture. Rounding the bill are your usual suspects, captain Groovy + DJ Temporary. Billy Hahn on world building duties per usual. Expect a bouquet of sounds ranging breakneck dance, dancehall, reggae, afro beats, jungle techno, percussive club workouts and everything else.  /  / All rave champions urgently needed for this excursion. Everyone pull up with yo fresh new year moves and let’s have ourselves a lovely boogie. See u in the dance loves! /  / Mosca [Not So Much / Livity Sound / Timedance] / https://soundcloud.com/deejaymosca /  / The Large [Mixpak] / https://soundcloud.com/the_large /  / Akanbi / https://soundcloud.com/andrewakanbi /  / DJ Temporary / https://soundcloud.com/djtemporary /  / Location info sent to ticket holders only. / RSVP @ groovygroovy.club /  / $20-25 Presale / $30 Door",
573,1/25/2020,Elev,ion: Season Opening Party: Lunar New Year Celebr,newyork,us,https://www.residentadvisor.net/events/1363597,22:00 - 04:30,"2 Wyckoff Ave; Brooklyn, NY 11237; USA",unknown,21+,"Elevation NYC, House of Yes","Savaggio, RSS Disco, Peter Invasion, Borzu","Elevation Season Opening Party & Special Lunar New Year Celebration!  /  / Super top FUN vibes are coming our way on Saturday!! :)  /  / ~ /  / RSS DISCO:  / https://soundcloud.com/rss / https://www.facebook.com/rssdisco/ /  / --- / PETER INVASION:  / https://soundcloud.com/peter-invasion / https://www.facebook.com/invasionpeter/ /  / -- / SAVAGGIO:  / https://soundcloud.com/savaggiomusic / https://www.facebook.com/savaggiomusic/ /  / -- / BORZU: / https://soundcloud.com/boborzu / https://www.facebook.com/BorzuMusic/ /  / -- / ELEVATION:  / https://www.facebook.com/elevationnyc/ / FB Event: https://www.facebook.com/events/491237918264236/ /  / ~ ~ ~ /  / ELEVATION /  / Season Opening Party! /  / This Saturday the 25th of January /  / House of Yes / 10pm- 5am /  / pre-sale highly recommended for guaranteed entry, / event will reach capacity /  /  / We have an incredible collection of artists, one of the hottest acts out of Europe RSS DISCO, Mayan Warrior resident & Leipzig taste-maker who took us to the next level at City of Gods PETER INVASION, SAVAGGIO LIVE who will tantalize your spirits & the undeniably vibey BORZU of Disco Knights & ZERO fame. /  / Plus surprises, large-scale art installations & all of the best vibes in the world & more! /  / Let's kick things off with a BANG!  /  /  / RSS DISCO / ""PURE EXUBERANCE"" /  / One’s company, two’s a crowd, and three’s a party! /  / When these three steer the DJ booth into the night they’ll unreservedly mix through synthesizerdisco, acid-drenched house and psychedelic techno. /  / In the last years, RSS Disco have become synonymous with euphoric experiences for festival & club audiences all over Europe. Coming from a background of house and techno they use their straws to slurp across (and to the very bottom of) the cosmic melange that is music. Just add a cocktail umbrella for mixing. / :::::::::::::::::::: /  /  / PETER INVASION / Peter Invasion is best experienced. Words won't do him justice, or begin to give an idea about the fire of this guy's music. Mayan Warrior resident, Leipzig local, Peter is a quiet giant, a humble man who chooses to let his music speak for him. He's awesome. / ::::::::: /  /  / SAVAGGIO /  / Duo based in Berlin. /  / ""a performance that combines a self-produced arrangement of beats and deep, rolling basslines with electric strings."" /  / In the beginning, we were scientists. We experimented. We brought different sounds and textures to the street, club and stage and watched as our audiences showed surprise and then excitement.We searched for signature sound. We still search for it. It’s part of today’s adventure. We busked on the streets. We played clubs. We played festivals. We released on labels. / ::::::::::::::::::: /  /  / BORZU /  / One of the masters of the high-vibrational groove, Borzu's sets hook straight into your blood stream and your heart, injecting you with a blast of joy, love & rhythm. /  / Borzu's party at Disco Knights is always one of legends, from his sunrise DJ Tennis tag-team to his first ever Carl Cox house set on the playa, Borzu is synonymous with one of the playa's most respected camps: Disco Knights.  /  / With 20 years behind the decks, Borzu is as natural as they come, never an agenda, just good music & good times. / :::::::::::::::::::::::: /  /  / Elevation, the intimate event series from the creators of ZERO, continues the winning streak for our 5th season (and first of 2020!!!) season at the House of YES with the dreamy and all so groovy RSS DISCO who will be playing a much deserved extended set, Peter Invasion whose original productions and magnetic set will suck you in, the US debut of Savaggio (live) one of the most mesmerizing and tantalizing live sets out there, and the always super energetic and heart-capturing Borzu of Disco Knights and ZERO resident fame! STACKED LINE-UP. /  / Join us for an unforgettable night of excessive fun and joyful celebration! /  / Discount tickets available now on resident advisor: Here / https://www.residentadvisor.net/events/1363597 /  / Elevation is a magical bridge between the world's artists and New York, sharing extended sets of music with like-minded souls to make the world a more elevated place.","('40.7007903', '-73.91255985')"
574,1/25/2020,Signal > Noise: 5 Year Anniversary with Fred P,"Photo City Improv, Buffalo/Rochester",newyork,us,https://www.residentadvisor.net/events/1354491,22:00 - 04:00,"543 Atlantic Ave #2, Rochester, NY 14609",unknown,21+,Signal > Noise,"Fred P , , Signal > Noise Sound system ",Signal > Noise is excited to kick off our 5th year with Perpetual Sound boss Fred P. S>N residents will be in support to get the party started.,"('46.402118626472', '-105.8481828638')"
575,1/25/2020,Universal Love 008: A Fundraiser for Love Injection Fanzine,Magick City,newyork,us,https://www.residentadvisor.net/events/1360207,22:00 - 06:00,"37 Box Street, Brooklyn, NY 11222",unknown,18+,Most Excellent Unlimited Recordings,"Love Injection, Barbie Bertisch, Paul Raffaele","~!~!~!~!~!~ UPDATE ~!~!~!~!~!~  /  / Pre-sale tickets are now sold out, but they will be available at the door first come, first served. Arriving early (before 12, 11 even) is encouraged.  /  / ☾♥♫ UNIVERSAL LOVE No. 8 ☾♥♫ / Saturday January 25, 2020 / Magick City (37 Box St., Brooklyn, NY 11222) / 10pm through til morning / Music by Paul Raffaele & Barbie Bertisch All Night / $15 Donation at the door / Membership sign-ups available at the party /  / http://loveinjection.nyc","('40.7374053055556', '-73.9550108333333')"
576,1/25/2020,Frendzone // Martyn / Kellam M,thews / Michael Magnan / A Village Raid,newyork,us,https://www.residentadvisor.net/events/1365577,22:00 - 05:00,"98 Meserole Ave, Brooklyn, NY 11222",unknown,21+,"Good Room, Frendzone","Good Room presents..., Frendzone ~, Martyn, Kellam Matthews , +, Bad Room , Michael Magnan , A Village Raid ","Free with RSVP before 12am / https://docs.google.com/forms/u/1/d/1ycxogJx4xYiS7OBs-H2kHdR8cYljbXCYTVwl5DwzTXQ/edit /  / 21+ /  / *d&b audiotechnik supplied by Oxygen Eventworks* /  / **Good Room is a safe space for all people. We do not accept racism, homophobia or discrimination in any form. If you are being harassed, please tell a bartender, staff member or security guard.** /  / ***Entry and re-entry are not permitted after 4am***","('40.7269085', '-73.9528103')"
577,1/25/2020,S,urday: Seltzer (Precolumbian and Bearc,newyork,us,https://www.residentadvisor.net/events/1349356,22:00 - 06:00,"06 Cooper Ave. Ridgewood, NY 11385",unknown,21+,Nowadays,"Precolumbian, Bearcat, Shannen SP","→ → MUSIC ← ← /  / Precolumbian and BEARCAT return with their fantastic Seltzer function, this time with help from NTS host and Ø co-curator Shannen SP.  /  / → → SAFER SPACE ← ← /  / In an effort to create a space where all people feel safe, violence, non-consensual touching, racist, homophobic, transphobic, sexist, ageist or other discriminatory language, and leering are not allowed within our walls or in our back yard. /  / If someone says or does anything to make you feel uncomfortable while you’re here, let us know. All our safer space monitors (look for the red armbands on the dance floor), bartenders, security, managers, sound staff and door staff can help you. /  / → → PHONES AND PHOTOS ← ← /  / Also, for the sake of the vibe, please don’t use your phone or take pictures on or around the dance floor. /  / → → RSVP ← ← /  / RSVP for free and reduced cover on the Nowadays website.","('40.6928669', '-73.9016974')"
